MiB Mem :  16009.2 total,  11307.4 free,   1466.1 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11307.4 free,   1466.1 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11307.4 free,   1466.1 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11307.4 free,   1466.1 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11307.4 free,   1466.1 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11305.3 free,   1468.1 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11305.3 free,   1468.1 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11305.3 free,   1468.1 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11305.3 free,   1468.1 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11305.3 free,   1468.1 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11305.3 free,   1468.1 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11303.7 free,   1469.6 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11303.7 free,   1469.6 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11303.7 free,   1469.6 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11303.7 free,   1469.6 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11303.7 free,   1469.6 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11303.7 free,   1469.6 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11303.2 free,   1469.9 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11303.2 free,   1469.9 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11303.2 free,   1469.9 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11303.2 free,   1469.9 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11303.2 free,   1469.9 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11303.2 free,   1469.9 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11303.3 free,   1469.6 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11303.3 free,   1469.6 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11303.3 free,   1469.6 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11303.3 free,   1469.6 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11303.3 free,   1469.6 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11303.3 free,   1469.6 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11300.0 free,   1472.8 used,   3236.4 buff/cache
MiB Mem :  16009.2 total,  11300.0 free,   1472.8 used,   3236.4 buff/cache
MiB Mem :  16009.2 total,  11300.0 free,   1472.8 used,   3236.4 buff/cache
MiB Mem :  16009.2 total,  11300.0 free,   1472.8 used,   3236.4 buff/cache
MiB Mem :  16009.2 total,  11300.0 free,   1472.8 used,   3236.4 buff/cache
MiB Mem :  16009.2 total,  11294.8 free,   1477.9 used,   3236.5 buff/cache
MiB Mem :  16009.2 total,  11294.8 free,   1477.9 used,   3236.5 buff/cache
MiB Mem :  16009.2 total,  11294.8 free,   1477.9 used,   3236.5 buff/cache
MiB Mem :  16009.2 total,  11294.8 free,   1477.9 used,   3236.5 buff/cache
MiB Mem :  16009.2 total,  11294.8 free,   1477.9 used,   3236.5 buff/cache
MiB Mem :  16009.2 total,  11294.8 free,   1477.9 used,   3236.5 buff/cache
MiB Mem :  16009.2 total,  11292.1 free,   1480.4 used,   3236.7 buff/cache
MiB Mem :  16009.2 total,  11292.1 free,   1480.4 used,   3236.7 buff/cache
MiB Mem :  16009.2 total,  11292.1 free,   1480.4 used,   3236.7 buff/cache
MiB Mem :  16009.2 total,  11292.1 free,   1480.4 used,   3236.7 buff/cache
MiB Mem :  16009.2 total,  11292.1 free,   1480.4 used,   3236.7 buff/cache
MiB Mem :  16009.2 total,  11292.1 free,   1480.4 used,   3236.7 buff/cache
MiB Mem :  16009.2 total,  11291.5 free,   1480.9 used,   3236.8 buff/cache
MiB Mem :  16009.2 total,  11291.5 free,   1480.9 used,   3236.8 buff/cache
MiB Mem :  16009.2 total,  11291.5 free,   1480.9 used,   3236.8 buff/cache
MiB Mem :  16009.2 total,  11291.5 free,   1480.9 used,   3236.8 buff/cache
MiB Mem :  16009.2 total,  11291.5 free,   1480.9 used,   3236.8 buff/cache
MiB Mem :  16009.2 total,  11291.5 free,   1480.9 used,   3236.8 buff/cache
MiB Mem :  16009.2 total,  11292.2 free,   1480.1 used,   3236.9 buff/cache
MiB Mem :  16009.2 total,  11292.2 free,   1480.1 used,   3236.9 buff/cache
MiB Mem :  16009.2 total,  11292.2 free,   1480.1 used,   3236.9 buff/cache
MiB Mem :  16009.2 total,  11292.2 free,   1480.1 used,   3236.9 buff/cache
MiB Mem :  16009.2 total,  11292.2 free,   1480.1 used,   3236.9 buff/cache
MiB Mem :  16009.2 total,  11292.2 free,   1480.1 used,   3236.9 buff/cache
MiB Mem :  16009.2 total,  11291.7 free,   1480.5 used,   3237.0 buff/cache
MiB Mem :  16009.2 total,  11291.7 free,   1480.5 used,   3237.0 buff/cache
MiB Mem :  16009.2 total,  11291.7 free,   1480.5 used,   3237.0 buff/cache
MiB Mem :  16009.2 total,  11291.7 free,   1480.5 used,   3237.0 buff/cache
MiB Mem :  16009.2 total,  11291.7 free,   1480.5 used,   3237.0 buff/cache
