MiB Mem :  16009.2 total,  11776.1 free,    997.6 used,   3235.5 buff/cache
MiB Mem :  16009.2 total,  11776.1 free,    997.6 used,   3235.5 buff/cache
MiB Mem :  16009.2 total,  11776.1 free,    997.6 used,   3235.5 buff/cache
MiB Mem :  16009.2 total,  11776.1 free,    997.6 used,   3235.5 buff/cache
MiB Mem :  16009.2 total,  11776.1 free,    997.6 used,   3235.5 buff/cache
MiB Mem :  16009.2 total,  11776.1 free,    997.6 used,   3235.5 buff/cache
MiB Mem :  16009.2 total,  11775.3 free,    998.3 used,   3235.6 buff/cache
MiB Mem :  16009.2 total,  11775.3 free,    998.3 used,   3235.6 buff/cache
MiB Mem :  16009.2 total,  11775.3 free,    998.3 used,   3235.6 buff/cache
MiB Mem :  16009.2 total,  11775.3 free,    998.3 used,   3235.6 buff/cache
MiB Mem :  16009.2 total,  11775.3 free,    998.3 used,   3235.6 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.7 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.5 free,    998.0 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.2 free,    998.2 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.2 free,    998.2 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.2 free,    998.2 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.2 free,    998.2 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.2 free,    998.2 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11775.2 free,    998.2 used,   3235.8 buff/cache
MiB Mem :  16009.2 total,  11776.2 free,    997.1 used,   3235.9 buff/cache
MiB Mem :  16009.2 total,  11776.2 free,    997.1 used,   3235.9 buff/cache
MiB Mem :  16009.2 total,  11776.2 free,    997.1 used,   3235.9 buff/cache
MiB Mem :  16009.2 total,  11776.2 free,    997.1 used,   3235.9 buff/cache
MiB Mem :  16009.2 total,  11776.2 free,    997.1 used,   3235.9 buff/cache
MiB Mem :  16009.2 total,  11776.2 free,    997.1 used,   3235.9 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.5 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.5 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.5 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.5 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.5 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.5 used,   3236.0 buff/cache
MiB Mem :  16009.2 total,  11772.6 free,   1000.6 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11772.6 free,   1000.6 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11772.6 free,   1000.6 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11772.6 free,   1000.6 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11772.6 free,   1000.6 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11772.6 free,   1000.6 used,   3236.1 buff/cache
MiB Mem :  16009.2 total,  11773.0 free,   1000.1 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11773.0 free,   1000.1 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11773.0 free,   1000.1 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11773.0 free,   1000.1 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11773.0 free,   1000.1 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11773.0 free,   1000.1 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11772.7 free,   1000.3 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11772.7 free,   1000.3 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11772.7 free,   1000.3 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11772.7 free,   1000.3 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11772.7 free,   1000.3 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11772.7 free,   1000.3 used,   3236.2 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.2 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.2 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.2 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.2 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.2 used,   3236.3 buff/cache
MiB Mem :  16009.2 total,  11774.7 free,    998.2 used,   3236.3 buff/cache
