MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11961.3 free,    876.4 used,   3171.5 buff/cache
MiB Mem :  16009.2 total,  11960.7 free,    876.9 used,   3171.6 buff/cache
MiB Mem :  16009.2 total,  11960.7 free,    876.9 used,   3171.6 buff/cache
MiB Mem :  16009.2 total,  11960.7 free,    876.9 used,   3171.6 buff/cache
MiB Mem :  16009.2 total,  11960.7 free,    876.9 used,   3171.6 buff/cache
MiB Mem :  16009.2 total,  11960.7 free,    876.9 used,   3171.6 buff/cache
MiB Mem :  16009.2 total,  11960.7 free,    876.9 used,   3171.6 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    877.2 used,   3171.7 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    877.2 used,   3171.7 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    877.2 used,   3171.7 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    877.2 used,   3171.7 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    877.2 used,   3171.7 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    877.2 used,   3171.7 buff/cache
MiB Mem :  16009.2 total,  11960.0 free,    877.4 used,   3171.8 buff/cache
MiB Mem :  16009.2 total,  11960.0 free,    877.4 used,   3171.8 buff/cache
MiB Mem :  16009.2 total,  11960.0 free,    877.4 used,   3171.8 buff/cache
MiB Mem :  16009.2 total,  11960.0 free,    877.4 used,   3171.8 buff/cache
MiB Mem :  16009.2 total,  11960.0 free,    877.4 used,   3171.8 buff/cache
MiB Mem :  16009.2 total,  11960.0 free,    877.4 used,   3171.8 buff/cache
MiB Mem :  16009.2 total,  11955.8 free,    881.6 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11955.8 free,    881.6 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11955.8 free,    881.6 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11955.8 free,    881.6 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11955.8 free,    881.6 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11955.8 free,    881.6 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.8 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.8 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.8 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.8 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.8 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.8 used,   3171.9 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    876.9 used,   3172.0 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    876.9 used,   3172.0 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    876.9 used,   3172.0 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    876.9 used,   3172.0 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    876.9 used,   3172.0 buff/cache
MiB Mem :  16009.2 total,  11960.3 free,    876.9 used,   3172.0 buff/cache
MiB Mem :  16009.2 total,  11960.9 free,    876.2 used,   3172.1 buff/cache
MiB Mem :  16009.2 total,  11960.9 free,    876.2 used,   3172.1 buff/cache
MiB Mem :  16009.2 total,  11960.9 free,    876.2 used,   3172.1 buff/cache
MiB Mem :  16009.2 total,  11960.9 free,    876.2 used,   3172.1 buff/cache
MiB Mem :  16009.2 total,  11960.9 free,    876.2 used,   3172.1 buff/cache
MiB Mem :  16009.2 total,  11960.9 free,    876.2 used,   3172.1 buff/cache
MiB Mem :  16009.2 total,  11960.6 free,    876.5 used,   3172.2 buff/cache
MiB Mem :  16009.2 total,  11960.6 free,    876.5 used,   3172.2 buff/cache
MiB Mem :  16009.2 total,  11960.6 free,    876.5 used,   3172.2 buff/cache
MiB Mem :  16009.2 total,  11960.6 free,    876.5 used,   3172.2 buff/cache
MiB Mem :  16009.2 total,  11960.6 free,    876.5 used,   3172.2 buff/cache
MiB Mem :  16009.2 total,  11960.6 free,    876.5 used,   3172.2 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.5 used,   3172.3 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.5 used,   3172.3 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.5 used,   3172.3 buff/cache
MiB Mem :  16009.2 total,  11960.5 free,    876.5 used,   3172.3 buff/cache
