MiB Mem :  16009.2 total,  11975.6 free,    870.7 used,   3162.9 buff/cache
MiB Mem :  16009.2 total,  11975.6 free,    870.7 used,   3162.9 buff/cache
MiB Mem :  16009.2 total,  11975.6 free,    870.7 used,   3162.9 buff/cache
MiB Mem :  16009.2 total,  11975.6 free,    870.7 used,   3162.9 buff/cache
MiB Mem :  16009.2 total,  11975.9 free,    870.3 used,   3163.0 buff/cache
MiB Mem :  16009.2 total,  11975.9 free,    870.3 used,   3163.0 buff/cache
MiB Mem :  16009.2 total,  11975.9 free,    870.3 used,   3163.0 buff/cache
MiB Mem :  16009.2 total,  11975.9 free,    870.3 used,   3163.0 buff/cache
MiB Mem :  16009.2 total,  11975.9 free,    870.3 used,   3163.0 buff/cache
MiB Mem :  16009.2 total,  11975.9 free,    870.3 used,   3163.0 buff/cache
MiB Mem :  16009.2 total,  11974.8 free,    871.3 used,   3163.1 buff/cache
MiB Mem :  16009.2 total,  11974.8 free,    871.3 used,   3163.1 buff/cache
MiB Mem :  16009.2 total,  11974.8 free,    871.3 used,   3163.1 buff/cache
MiB Mem :  16009.2 total,  11974.8 free,    871.3 used,   3163.1 buff/cache
MiB Mem :  16009.2 total,  11974.8 free,    871.3 used,   3163.1 buff/cache
MiB Mem :  16009.2 total,  11974.8 free,    871.3 used,   3163.1 buff/cache
MiB Mem :  16009.2 total,  11975.0 free,    871.0 used,   3163.2 buff/cache
MiB Mem :  16009.2 total,  11975.0 free,    871.0 used,   3163.2 buff/cache
MiB Mem :  16009.2 total,  11975.0 free,    871.0 used,   3163.2 buff/cache
MiB Mem :  16009.2 total,  11975.0 free,    871.0 used,   3163.2 buff/cache
MiB Mem :  16009.2 total,  11975.0 free,    871.0 used,   3163.2 buff/cache
MiB Mem :  16009.2 total,  11975.0 free,    871.0 used,   3163.2 buff/cache
MiB Mem :  16009.2 total,  11974.0 free,    871.9 used,   3163.3 buff/cache
MiB Mem :  16009.2 total,  11974.0 free,    871.9 used,   3163.3 buff/cache
MiB Mem :  16009.2 total,  11974.0 free,    871.9 used,   3163.3 buff/cache
MiB Mem :  16009.2 total,  11974.0 free,    871.9 used,   3163.3 buff/cache
MiB Mem :  16009.2 total,  11974.0 free,    871.9 used,   3163.3 buff/cache
MiB Mem :  16009.2 total,  11974.0 free,    871.9 used,   3163.3 buff/cache
MiB Mem :  16009.2 total,  11974.4 free,    871.4 used,   3163.4 buff/cache
MiB Mem :  16009.2 total,  11974.4 free,    871.4 used,   3163.4 buff/cache
MiB Mem :  16009.2 total,  11974.4 free,    871.4 used,   3163.4 buff/cache
MiB Mem :  16009.2 total,  11974.4 free,    871.4 used,   3163.4 buff/cache
MiB Mem :  16009.2 total,  11974.4 free,    871.4 used,   3163.4 buff/cache
MiB Mem :  16009.2 total,  11974.4 free,    871.4 used,   3163.4 buff/cache
MiB Mem :  16009.2 total,  11974.1 free,    871.6 used,   3163.5 buff/cache
MiB Mem :  16009.2 total,  11974.1 free,    871.6 used,   3163.5 buff/cache
MiB Mem :  16009.2 total,  11974.1 free,    871.6 used,   3163.5 buff/cache
MiB Mem :  16009.2 total,  11974.1 free,    871.6 used,   3163.5 buff/cache
MiB Mem :  16009.2 total,  11974.1 free,    871.6 used,   3163.5 buff/cache
MiB Mem :  16009.2 total,  11974.1 free,    871.6 used,   3163.5 buff/cache
MiB Mem :  16009.2 total,  11973.7 free,    871.8 used,   3163.6 buff/cache
MiB Mem :  16009.2 total,  11973.7 free,    871.8 used,   3163.6 buff/cache
MiB Mem :  16009.2 total,  11973.7 free,    871.8 used,   3163.6 buff/cache
MiB Mem :  16009.2 total,  11973.7 free,    871.8 used,   3163.6 buff/cache
MiB Mem :  16009.2 total,  11973.7 free,    871.8 used,   3163.6 buff/cache
MiB Mem :  16009.2 total,  11973.7 free,    871.8 used,   3163.6 buff/cache
MiB Mem :  16009.2 total,  11973.6 free,    871.9 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.6 free,    871.9 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.6 free,    871.9 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.6 free,    871.9 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.6 free,    871.9 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.6 free,    871.9 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.4 free,    872.0 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.4 free,    872.0 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.4 free,    872.0 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.4 free,    872.0 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.4 free,    872.0 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.4 free,    872.0 used,   3163.8 buff/cache
MiB Mem :  16009.2 total,  11973.0 free,    872.3 used,   3164.0 buff/cache
MiB Mem :  16009.2 total,  11973.0 free,    872.3 used,   3164.0 buff/cache
MiB Mem :  16009.2 total,  11973.0 free,    872.3 used,   3164.0 buff/cache
MiB Mem :  16009.2 total,  11973.0 free,    872.3 used,   3164.0 buff/cache
MiB Mem :  16009.2 total,  11973.0 free,    872.3 used,   3164.0 buff/cache
MiB Mem :  16009.2 total,  11972.3 free,    872.9 used,   3164.1 buff/cache
