MiB Mem :  16009.2 total,  11792.7 free,   1028.6 used,   3187.9 buff/cache
MiB Mem :  16009.2 total,  11792.7 free,   1028.6 used,   3187.9 buff/cache
MiB Mem :  16009.2 total,  11792.7 free,   1028.6 used,   3187.9 buff/cache
MiB Mem :  16009.2 total,  11792.7 free,   1028.6 used,   3187.9 buff/cache
MiB Mem :  16009.2 total,  11792.1 free,   1029.1 used,   3188.0 buff/cache
MiB Mem :  16009.2 total,  11792.1 free,   1029.1 used,   3188.0 buff/cache
MiB Mem :  16009.2 total,  11792.1 free,   1029.1 used,   3188.0 buff/cache
MiB Mem :  16009.2 total,  11792.1 free,   1029.1 used,   3188.0 buff/cache
MiB Mem :  16009.2 total,  11792.1 free,   1029.1 used,   3188.0 buff/cache
MiB Mem :  16009.2 total,  11792.1 free,   1029.1 used,   3188.0 buff/cache
MiB Mem :  16009.2 total,  11789.3 free,   1031.8 used,   3188.2 buff/cache
MiB Mem :  16009.2 total,  11789.3 free,   1031.8 used,   3188.2 buff/cache
MiB Mem :  16009.2 total,  11789.3 free,   1031.8 used,   3188.2 buff/cache
MiB Mem :  16009.2 total,  11789.3 free,   1031.8 used,   3188.2 buff/cache
MiB Mem :  16009.2 total,  11789.3 free,   1031.8 used,   3188.2 buff/cache
MiB Mem :  16009.2 total,  11789.3 free,   1031.8 used,   3188.2 buff/cache
MiB Mem :  16009.2 total,  11785.6 free,   1035.3 used,   3188.3 buff/cache
MiB Mem :  16009.2 total,  11785.6 free,   1035.3 used,   3188.3 buff/cache
MiB Mem :  16009.2 total,  11785.6 free,   1035.3 used,   3188.3 buff/cache
MiB Mem :  16009.2 total,  11785.6 free,   1035.3 used,   3188.3 buff/cache
MiB Mem :  16009.2 total,  11785.6 free,   1035.3 used,   3188.3 buff/cache
MiB Mem :  16009.2 total,  11785.6 free,   1035.3 used,   3188.3 buff/cache
MiB Mem :  16009.2 total,  11786.7 free,   1034.1 used,   3188.4 buff/cache
MiB Mem :  16009.2 total,  11786.7 free,   1034.1 used,   3188.4 buff/cache
MiB Mem :  16009.2 total,  11786.7 free,   1034.1 used,   3188.4 buff/cache
MiB Mem :  16009.2 total,  11786.7 free,   1034.1 used,   3188.4 buff/cache
MiB Mem :  16009.2 total,  11786.7 free,   1034.1 used,   3188.4 buff/cache
MiB Mem :  16009.2 total,  11786.7 free,   1034.1 used,   3188.4 buff/cache
MiB Mem :  16009.2 total,  11785.4 free,   1035.3 used,   3188.5 buff/cache
MiB Mem :  16009.2 total,  11785.4 free,   1035.3 used,   3188.5 buff/cache
MiB Mem :  16009.2 total,  11785.4 free,   1035.3 used,   3188.5 buff/cache
MiB Mem :  16009.2 total,  11785.4 free,   1035.3 used,   3188.5 buff/cache
MiB Mem :  16009.2 total,  11785.4 free,   1035.3 used,   3188.5 buff/cache
MiB Mem :  16009.2 total,  11785.4 free,   1035.3 used,   3188.5 buff/cache
MiB Mem :  16009.2 total,  11784.4 free,   1036.1 used,   3188.7 buff/cache
MiB Mem :  16009.2 total,  11784.4 free,   1036.1 used,   3188.7 buff/cache
MiB Mem :  16009.2 total,  11784.4 free,   1036.1 used,   3188.7 buff/cache
MiB Mem :  16009.2 total,  11784.4 free,   1036.1 used,   3188.7 buff/cache
MiB Mem :  16009.2 total,  11784.4 free,   1036.1 used,   3188.7 buff/cache
MiB Mem :  16009.2 total,  11784.4 free,   1036.1 used,   3188.7 buff/cache
MiB Mem :  16009.2 total,  11780.7 free,   1039.8 used,   3188.8 buff/cache
MiB Mem :  16009.2 total,  11780.7 free,   1039.8 used,   3188.8 buff/cache
MiB Mem :  16009.2 total,  11780.7 free,   1039.8 used,   3188.8 buff/cache
MiB Mem :  16009.2 total,  11780.7 free,   1039.8 used,   3188.8 buff/cache
MiB Mem :  16009.2 total,  11780.7 free,   1039.8 used,   3188.8 buff/cache
MiB Mem :  16009.2 total,  11780.7 free,   1039.8 used,   3188.8 buff/cache
MiB Mem :  16009.2 total,  11779.4 free,   1040.9 used,   3188.9 buff/cache
MiB Mem :  16009.2 total,  11779.4 free,   1040.9 used,   3188.9 buff/cache
MiB Mem :  16009.2 total,  11779.4 free,   1040.9 used,   3188.9 buff/cache
MiB Mem :  16009.2 total,  11779.4 free,   1040.9 used,   3188.9 buff/cache
MiB Mem :  16009.2 total,  11779.4 free,   1040.9 used,   3188.9 buff/cache
MiB Mem :  16009.2 total,  11779.4 free,   1040.9 used,   3188.9 buff/cache
MiB Mem :  16009.2 total,  11785.8 free,   1034.4 used,   3189.0 buff/cache
MiB Mem :  16009.2 total,  11785.8 free,   1034.4 used,   3189.0 buff/cache
MiB Mem :  16009.2 total,  11785.8 free,   1034.4 used,   3189.0 buff/cache
MiB Mem :  16009.2 total,  11785.8 free,   1034.4 used,   3189.0 buff/cache
MiB Mem :  16009.2 total,  11785.8 free,   1034.4 used,   3189.0 buff/cache
MiB Mem :  16009.2 total,  11785.8 free,   1034.4 used,   3189.0 buff/cache
MiB Mem :  16009.2 total,  11786.4 free,   1033.7 used,   3189.1 buff/cache
MiB Mem :  16009.2 total,  11786.4 free,   1033.7 used,   3189.1 buff/cache
MiB Mem :  16009.2 total,  11786.4 free,   1033.7 used,   3189.1 buff/cache
MiB Mem :  16009.2 total,  11786.4 free,   1033.7 used,   3189.1 buff/cache
MiB Mem :  16009.2 total,  11786.4 free,   1033.7 used,   3189.1 buff/cache
