MiB Mem :  16009.2 total,  11244.2 free,   1505.6 used,   3259.4 buff/cache
MiB Mem :  16009.2 total,  11244.2 free,   1505.6 used,   3259.4 buff/cache
MiB Mem :  16009.2 total,  11244.2 free,   1505.6 used,   3259.4 buff/cache
MiB Mem :  16009.2 total,  11244.2 free,   1505.6 used,   3259.4 buff/cache
MiB Mem :  16009.2 total,  11244.2 free,   1505.6 used,   3259.4 buff/cache
MiB Mem :  16009.2 total,  11239.0 free,   1510.7 used,   3259.6 buff/cache
MiB Mem :  16009.2 total,  11239.0 free,   1510.7 used,   3259.6 buff/cache
MiB Mem :  16009.2 total,  11239.0 free,   1510.7 used,   3259.6 buff/cache
MiB Mem :  16009.2 total,  11239.0 free,   1510.7 used,   3259.6 buff/cache
MiB Mem :  16009.2 total,  11239.0 free,   1510.7 used,   3259.6 buff/cache
MiB Mem :  16009.2 total,  11239.0 free,   1510.7 used,   3259.6 buff/cache
MiB Mem :  16009.2 total,  11237.2 free,   1512.3 used,   3259.8 buff/cache
MiB Mem :  16009.2 total,  11237.2 free,   1512.3 used,   3259.8 buff/cache
MiB Mem :  16009.2 total,  11237.2 free,   1512.3 used,   3259.8 buff/cache
MiB Mem :  16009.2 total,  11237.2 free,   1512.3 used,   3259.8 buff/cache
MiB Mem :  16009.2 total,  11237.2 free,   1512.3 used,   3259.8 buff/cache
MiB Mem :  16009.2 total,  11237.2 free,   1512.3 used,   3259.8 buff/cache
MiB Mem :  16009.2 total,  11235.2 free,   1514.0 used,   3260.0 buff/cache
MiB Mem :  16009.2 total,  11235.2 free,   1514.0 used,   3260.0 buff/cache
MiB Mem :  16009.2 total,  11235.2 free,   1514.0 used,   3260.0 buff/cache
MiB Mem :  16009.2 total,  11235.2 free,   1514.0 used,   3260.0 buff/cache
MiB Mem :  16009.2 total,  11235.2 free,   1514.0 used,   3260.0 buff/cache
MiB Mem :  16009.2 total,  11233.7 free,   1515.4 used,   3260.2 buff/cache
MiB Mem :  16009.2 total,  11233.7 free,   1515.4 used,   3260.2 buff/cache
MiB Mem :  16009.2 total,  11233.7 free,   1515.4 used,   3260.2 buff/cache
MiB Mem :  16009.2 total,  11233.7 free,   1515.4 used,   3260.2 buff/cache
MiB Mem :  16009.2 total,  11233.7 free,   1515.4 used,   3260.2 buff/cache
MiB Mem :  16009.2 total,  11233.7 free,   1515.4 used,   3260.2 buff/cache
MiB Mem :  16009.2 total,  11244.6 free,   1504.2 used,   3260.4 buff/cache
MiB Mem :  16009.2 total,  11244.6 free,   1504.2 used,   3260.4 buff/cache
MiB Mem :  16009.2 total,  11244.6 free,   1504.2 used,   3260.4 buff/cache
MiB Mem :  16009.2 total,  11244.6 free,   1504.2 used,   3260.4 buff/cache
MiB Mem :  16009.2 total,  11244.6 free,   1504.2 used,   3260.4 buff/cache
MiB Mem :  16009.2 total,  11244.6 free,   1504.2 used,   3260.4 buff/cache
MiB Mem :  16009.2 total,  11239.9 free,   1508.7 used,   3260.5 buff/cache
MiB Mem :  16009.2 total,  11239.9 free,   1508.7 used,   3260.5 buff/cache
MiB Mem :  16009.2 total,  11239.9 free,   1508.7 used,   3260.5 buff/cache
MiB Mem :  16009.2 total,  11239.9 free,   1508.7 used,   3260.5 buff/cache
MiB Mem :  16009.2 total,  11239.9 free,   1508.7 used,   3260.5 buff/cache
MiB Mem :  16009.2 total,  11239.9 free,   1508.7 used,   3260.5 buff/cache
MiB Mem :  16009.2 total,  11239.7 free,   1508.9 used,   3260.7 buff/cache
MiB Mem :  16009.2 total,  11239.7 free,   1508.9 used,   3260.7 buff/cache
MiB Mem :  16009.2 total,  11239.7 free,   1508.9 used,   3260.7 buff/cache
MiB Mem :  16009.2 total,  11239.7 free,   1508.9 used,   3260.7 buff/cache
MiB Mem :  16009.2 total,  11239.7 free,   1508.9 used,   3260.7 buff/cache
MiB Mem :  16009.2 total,  11239.7 free,   1508.9 used,   3260.7 buff/cache
MiB Mem :  16009.2 total,  11238.6 free,   1509.8 used,   3260.8 buff/cache
MiB Mem :  16009.2 total,  11238.6 free,   1509.8 used,   3260.8 buff/cache
MiB Mem :  16009.2 total,  11238.6 free,   1509.8 used,   3260.8 buff/cache
MiB Mem :  16009.2 total,  11238.6 free,   1509.8 used,   3260.8 buff/cache
MiB Mem :  16009.2 total,  11238.6 free,   1509.8 used,   3260.8 buff/cache
MiB Mem :  16009.2 total,  11238.6 free,   1509.8 used,   3260.8 buff/cache
MiB Mem :  16009.2 total,  11237.6 free,   1510.7 used,   3260.9 buff/cache
MiB Mem :  16009.2 total,  11237.6 free,   1510.7 used,   3260.9 buff/cache
MiB Mem :  16009.2 total,  11237.6 free,   1510.7 used,   3260.9 buff/cache
MiB Mem :  16009.2 total,  11237.6 free,   1510.7 used,   3260.9 buff/cache
MiB Mem :  16009.2 total,  11237.6 free,   1510.7 used,   3260.9 buff/cache
MiB Mem :  16009.2 total,  11237.6 free,   1510.7 used,   3260.9 buff/cache
MiB Mem :  16009.2 total,  11239.1 free,   1509.1 used,   3261.1 buff/cache
MiB Mem :  16009.2 total,  11239.1 free,   1509.1 used,   3261.1 buff/cache
MiB Mem :  16009.2 total,  11239.1 free,   1509.1 used,   3261.1 buff/cache
MiB Mem :  16009.2 total,  11239.1 free,   1509.1 used,   3261.1 buff/cache
MiB Mem :  16009.2 total,  11239.1 free,   1509.1 used,   3261.1 buff/cache
MiB Mem :  16009.2 total,  11239.1 free,   1509.1 used,   3261.1 buff/cache
