MiB Mem :  16009.2 total,  11697.5 free,   1114.7 used,   3197.1 buff/cache
MiB Mem :  16009.2 total,  11697.5 free,   1114.7 used,   3197.1 buff/cache
MiB Mem :  16009.2 total,  11697.5 free,   1114.7 used,   3197.1 buff/cache
MiB Mem :  16009.2 total,  11697.5 free,   1114.7 used,   3197.1 buff/cache
MiB Mem :  16009.2 total,  11697.5 free,   1114.7 used,   3197.1 buff/cache
MiB Mem :  16009.2 total,  11699.5 free,   1112.5 used,   3197.3 buff/cache
MiB Mem :  16009.2 total,  11699.5 free,   1112.5 used,   3197.3 buff/cache
MiB Mem :  16009.2 total,  11699.5 free,   1112.5 used,   3197.3 buff/cache
MiB Mem :  16009.2 total,  11699.5 free,   1112.5 used,   3197.3 buff/cache
MiB Mem :  16009.2 total,  11699.5 free,   1112.5 used,   3197.3 buff/cache
MiB Mem :  16009.2 total,  11699.5 free,   1112.5 used,   3197.3 buff/cache
MiB Mem :  16009.2 total,  11695.6 free,   1116.3 used,   3197.4 buff/cache
MiB Mem :  16009.2 total,  11695.6 free,   1116.3 used,   3197.4 buff/cache
MiB Mem :  16009.2 total,  11695.6 free,   1116.3 used,   3197.4 buff/cache
MiB Mem :  16009.2 total,  11695.6 free,   1116.3 used,   3197.4 buff/cache
MiB Mem :  16009.2 total,  11695.6 free,   1116.3 used,   3197.4 buff/cache
MiB Mem :  16009.2 total,  11695.6 free,   1116.3 used,   3197.4 buff/cache
MiB Mem :  16009.2 total,  11693.5 free,   1118.3 used,   3197.5 buff/cache
MiB Mem :  16009.2 total,  11693.5 free,   1118.3 used,   3197.5 buff/cache
MiB Mem :  16009.2 total,  11693.5 free,   1118.3 used,   3197.5 buff/cache
MiB Mem :  16009.2 total,  11693.5 free,   1118.3 used,   3197.5 buff/cache
MiB Mem :  16009.2 total,  11693.5 free,   1118.3 used,   3197.5 buff/cache
MiB Mem :  16009.2 total,  11693.5 free,   1118.3 used,   3197.5 buff/cache
MiB Mem :  16009.2 total,  11693.6 free,   1118.0 used,   3197.6 buff/cache
MiB Mem :  16009.2 total,  11693.6 free,   1118.0 used,   3197.6 buff/cache
MiB Mem :  16009.2 total,  11693.6 free,   1118.0 used,   3197.6 buff/cache
MiB Mem :  16009.2 total,  11693.6 free,   1118.0 used,   3197.6 buff/cache
MiB Mem :  16009.2 total,  11693.6 free,   1118.0 used,   3197.6 buff/cache
MiB Mem :  16009.2 total,  11693.6 free,   1118.0 used,   3197.6 buff/cache
MiB Mem :  16009.2 total,  11690.3 free,   1121.2 used,   3197.7 buff/cache
MiB Mem :  16009.2 total,  11690.3 free,   1121.2 used,   3197.7 buff/cache
MiB Mem :  16009.2 total,  11690.3 free,   1121.2 used,   3197.7 buff/cache
MiB Mem :  16009.2 total,  11690.3 free,   1121.2 used,   3197.7 buff/cache
MiB Mem :  16009.2 total,  11690.3 free,   1121.2 used,   3197.7 buff/cache
MiB Mem :  16009.2 total,  11690.3 free,   1121.2 used,   3197.7 buff/cache
MiB Mem :  16009.2 total,  11689.5 free,   1121.9 used,   3197.8 buff/cache
MiB Mem :  16009.2 total,  11689.5 free,   1121.9 used,   3197.8 buff/cache
MiB Mem :  16009.2 total,  11689.5 free,   1121.9 used,   3197.8 buff/cache
MiB Mem :  16009.2 total,  11689.5 free,   1121.9 used,   3197.8 buff/cache
MiB Mem :  16009.2 total,  11689.5 free,   1121.9 used,   3197.8 buff/cache
MiB Mem :  16009.2 total,  11689.5 free,   1121.9 used,   3197.8 buff/cache
MiB Mem :  16009.2 total,  11688.2 free,   1123.1 used,   3197.9 buff/cache
MiB Mem :  16009.2 total,  11688.2 free,   1123.1 used,   3197.9 buff/cache
MiB Mem :  16009.2 total,  11688.2 free,   1123.1 used,   3197.9 buff/cache
MiB Mem :  16009.2 total,  11688.2 free,   1123.1 used,   3197.9 buff/cache
MiB Mem :  16009.2 total,  11688.2 free,   1123.1 used,   3197.9 buff/cache
MiB Mem :  16009.2 total,  11685.4 free,   1125.8 used,   3198.1 buff/cache
MiB Mem :  16009.2 total,  11685.4 free,   1125.8 used,   3198.1 buff/cache
MiB Mem :  16009.2 total,  11685.4 free,   1125.8 used,   3198.1 buff/cache
MiB Mem :  16009.2 total,  11685.4 free,   1125.8 used,   3198.1 buff/cache
MiB Mem :  16009.2 total,  11685.4 free,   1125.8 used,   3198.1 buff/cache
MiB Mem :  16009.2 total,  11685.4 free,   1125.8 used,   3198.1 buff/cache
MiB Mem :  16009.2 total,  11688.7 free,   1122.4 used,   3198.2 buff/cache
MiB Mem :  16009.2 total,  11688.7 free,   1122.4 used,   3198.2 buff/cache
MiB Mem :  16009.2 total,  11688.7 free,   1122.4 used,   3198.2 buff/cache
MiB Mem :  16009.2 total,  11688.7 free,   1122.4 used,   3198.2 buff/cache
MiB Mem :  16009.2 total,  11688.7 free,   1122.4 used,   3198.2 buff/cache
MiB Mem :  16009.2 total,  11688.7 free,   1122.4 used,   3198.2 buff/cache
MiB Mem :  16009.2 total,  11688.0 free,   1122.9 used,   3198.3 buff/cache
MiB Mem :  16009.2 total,  11688.0 free,   1122.9 used,   3198.3 buff/cache
MiB Mem :  16009.2 total,  11688.0 free,   1122.9 used,   3198.3 buff/cache
MiB Mem :  16009.2 total,  11688.0 free,   1122.9 used,   3198.3 buff/cache
MiB Mem :  16009.2 total,  11688.0 free,   1122.9 used,   3198.3 buff/cache
