MiB Mem :  16009.2 total,  11513.3 free,   1279.7 used,   3216.3 buff/cache
MiB Mem :  16009.2 total,  11513.3 free,   1279.7 used,   3216.3 buff/cache
MiB Mem :  16009.2 total,  11513.3 free,   1279.7 used,   3216.3 buff/cache
MiB Mem :  16009.2 total,  11513.3 free,   1279.7 used,   3216.3 buff/cache
MiB Mem :  16009.2 total,  11513.3 free,   1279.7 used,   3216.3 buff/cache
MiB Mem :  16009.2 total,  11513.6 free,   1279.3 used,   3216.4 buff/cache
MiB Mem :  16009.2 total,  11513.6 free,   1279.3 used,   3216.4 buff/cache
MiB Mem :  16009.2 total,  11513.6 free,   1279.3 used,   3216.4 buff/cache
MiB Mem :  16009.2 total,  11513.6 free,   1279.3 used,   3216.4 buff/cache
MiB Mem :  16009.2 total,  11513.6 free,   1279.3 used,   3216.4 buff/cache
MiB Mem :  16009.2 total,  11513.6 free,   1279.3 used,   3216.4 buff/cache
MiB Mem :  16009.2 total,  11512.7 free,   1280.0 used,   3216.5 buff/cache
MiB Mem :  16009.2 total,  11512.7 free,   1280.0 used,   3216.5 buff/cache
MiB Mem :  16009.2 total,  11512.7 free,   1280.0 used,   3216.5 buff/cache
MiB Mem :  16009.2 total,  11512.7 free,   1280.0 used,   3216.5 buff/cache
MiB Mem :  16009.2 total,  11512.7 free,   1280.0 used,   3216.5 buff/cache
MiB Mem :  16009.2 total,  11512.7 free,   1280.0 used,   3216.5 buff/cache
MiB Mem :  16009.2 total,  11507.5 free,   1285.1 used,   3216.6 buff/cache
MiB Mem :  16009.2 total,  11507.5 free,   1285.1 used,   3216.6 buff/cache
MiB Mem :  16009.2 total,  11507.5 free,   1285.1 used,   3216.6 buff/cache
MiB Mem :  16009.2 total,  11507.5 free,   1285.1 used,   3216.6 buff/cache
MiB Mem :  16009.2 total,  11507.5 free,   1285.1 used,   3216.6 buff/cache
MiB Mem :  16009.2 total,  11507.5 free,   1285.1 used,   3216.6 buff/cache
MiB Mem :  16009.2 total,  11506.6 free,   1285.9 used,   3216.8 buff/cache
MiB Mem :  16009.2 total,  11506.6 free,   1285.9 used,   3216.8 buff/cache
MiB Mem :  16009.2 total,  11506.6 free,   1285.9 used,   3216.8 buff/cache
MiB Mem :  16009.2 total,  11506.6 free,   1285.9 used,   3216.8 buff/cache
MiB Mem :  16009.2 total,  11506.6 free,   1285.9 used,   3216.8 buff/cache
MiB Mem :  16009.2 total,  11506.3 free,   1286.1 used,   3216.9 buff/cache
MiB Mem :  16009.2 total,  11506.3 free,   1286.1 used,   3216.9 buff/cache
MiB Mem :  16009.2 total,  11506.3 free,   1286.1 used,   3216.9 buff/cache
MiB Mem :  16009.2 total,  11506.3 free,   1286.1 used,   3216.9 buff/cache
MiB Mem :  16009.2 total,  11506.3 free,   1286.1 used,   3216.9 buff/cache
MiB Mem :  16009.2 total,  11506.3 free,   1286.1 used,   3216.9 buff/cache
MiB Mem :  16009.2 total,  11496.0 free,   1296.2 used,   3217.0 buff/cache
MiB Mem :  16009.2 total,  11496.0 free,   1296.2 used,   3217.0 buff/cache
MiB Mem :  16009.2 total,  11496.0 free,   1296.2 used,   3217.0 buff/cache
MiB Mem :  16009.2 total,  11496.0 free,   1296.2 used,   3217.0 buff/cache
MiB Mem :  16009.2 total,  11496.0 free,   1296.2 used,   3217.0 buff/cache
MiB Mem :  16009.2 total,  11496.0 free,   1296.2 used,   3217.0 buff/cache
MiB Mem :  16009.2 total,  11499.2 free,   1293.0 used,   3217.1 buff/cache
MiB Mem :  16009.2 total,  11499.2 free,   1293.0 used,   3217.1 buff/cache
MiB Mem :  16009.2 total,  11499.2 free,   1293.0 used,   3217.1 buff/cache
MiB Mem :  16009.2 total,  11499.2 free,   1293.0 used,   3217.1 buff/cache
MiB Mem :  16009.2 total,  11499.2 free,   1293.0 used,   3217.1 buff/cache
MiB Mem :  16009.2 total,  11499.2 free,   1293.0 used,   3217.1 buff/cache
MiB Mem :  16009.2 total,  11500.8 free,   1291.2 used,   3217.2 buff/cache
MiB Mem :  16009.2 total,  11500.8 free,   1291.2 used,   3217.2 buff/cache
MiB Mem :  16009.2 total,  11500.8 free,   1291.2 used,   3217.2 buff/cache
MiB Mem :  16009.2 total,  11500.8 free,   1291.2 used,   3217.2 buff/cache
MiB Mem :  16009.2 total,  11500.8 free,   1291.2 used,   3217.2 buff/cache
MiB Mem :  16009.2 total,  11500.8 free,   1291.2 used,   3217.2 buff/cache
MiB Mem :  16009.2 total,  11501.0 free,   1290.9 used,   3217.3 buff/cache
MiB Mem :  16009.2 total,  11501.0 free,   1290.9 used,   3217.3 buff/cache
MiB Mem :  16009.2 total,  11501.0 free,   1290.9 used,   3217.3 buff/cache
MiB Mem :  16009.2 total,  11501.0 free,   1290.9 used,   3217.3 buff/cache
MiB Mem :  16009.2 total,  11501.0 free,   1290.9 used,   3217.3 buff/cache
MiB Mem :  16009.2 total,  11501.0 free,   1290.9 used,   3217.3 buff/cache
MiB Mem :  16009.2 total,  11500.1 free,   1291.7 used,   3217.4 buff/cache
MiB Mem :  16009.2 total,  11500.1 free,   1291.7 used,   3217.4 buff/cache
MiB Mem :  16009.2 total,  11500.1 free,   1291.7 used,   3217.4 buff/cache
MiB Mem :  16009.2 total,  11500.1 free,   1291.7 used,   3217.4 buff/cache
MiB Mem :  16009.2 total,  11500.1 free,   1291.7 used,   3217.4 buff/cache
