MiB Mem :  16009.2 total,  10947.6 free,   1787.0 used,   3274.6 buff/cache
MiB Mem :  16009.2 total,  10947.6 free,   1787.0 used,   3274.6 buff/cache
MiB Mem :  16009.2 total,  10947.6 free,   1787.0 used,   3274.6 buff/cache
MiB Mem :  16009.2 total,  10947.6 free,   1787.0 used,   3274.6 buff/cache
MiB Mem :  16009.2 total,  10947.6 free,   1787.0 used,   3274.6 buff/cache
MiB Mem :  16009.2 total,  10944.9 free,   1789.5 used,   3274.8 buff/cache
MiB Mem :  16009.2 total,  10944.9 free,   1789.5 used,   3274.8 buff/cache
MiB Mem :  16009.2 total,  10944.9 free,   1789.5 used,   3274.8 buff/cache
MiB Mem :  16009.2 total,  10944.9 free,   1789.5 used,   3274.8 buff/cache
MiB Mem :  16009.2 total,  10944.9 free,   1789.5 used,   3274.8 buff/cache
MiB Mem :  16009.2 total,  10944.9 free,   1789.5 used,   3274.8 buff/cache
MiB Mem :  16009.2 total,  10944.8 free,   1789.3 used,   3275.0 buff/cache
MiB Mem :  16009.2 total,  10944.8 free,   1789.3 used,   3275.0 buff/cache
MiB Mem :  16009.2 total,  10944.8 free,   1789.3 used,   3275.0 buff/cache
MiB Mem :  16009.2 total,  10944.8 free,   1789.3 used,   3275.0 buff/cache
MiB Mem :  16009.2 total,  10944.8 free,   1789.3 used,   3275.0 buff/cache
MiB Mem :  16009.2 total,  10933.7 free,   1800.2 used,   3275.2 buff/cache
MiB Mem :  16009.2 total,  10933.7 free,   1800.2 used,   3275.2 buff/cache
MiB Mem :  16009.2 total,  10933.7 free,   1800.2 used,   3275.2 buff/cache
MiB Mem :  16009.2 total,  10933.7 free,   1800.2 used,   3275.2 buff/cache
MiB Mem :  16009.2 total,  10933.7 free,   1800.2 used,   3275.2 buff/cache
MiB Mem :  16009.2 total,  10933.7 free,   1800.2 used,   3275.2 buff/cache
MiB Mem :  16009.2 total,  10942.6 free,   1791.2 used,   3275.4 buff/cache
MiB Mem :  16009.2 total,  10942.6 free,   1791.2 used,   3275.4 buff/cache
MiB Mem :  16009.2 total,  10942.6 free,   1791.2 used,   3275.4 buff/cache
MiB Mem :  16009.2 total,  10942.6 free,   1791.2 used,   3275.4 buff/cache
MiB Mem :  16009.2 total,  10942.6 free,   1791.2 used,   3275.4 buff/cache
MiB Mem :  16009.2 total,  10942.6 free,   1791.2 used,   3275.4 buff/cache
MiB Mem :  16009.2 total,  10940.6 free,   1793.1 used,   3275.6 buff/cache
MiB Mem :  16009.2 total,  10940.6 free,   1793.1 used,   3275.6 buff/cache
MiB Mem :  16009.2 total,  10940.6 free,   1793.1 used,   3275.6 buff/cache
MiB Mem :  16009.2 total,  10940.6 free,   1793.1 used,   3275.6 buff/cache
MiB Mem :  16009.2 total,  10940.6 free,   1793.1 used,   3275.6 buff/cache
MiB Mem :  16009.2 total,  10940.6 free,   1793.1 used,   3275.6 buff/cache
MiB Mem :  16009.2 total,  10938.6 free,   1794.9 used,   3275.7 buff/cache
MiB Mem :  16009.2 total,  10938.6 free,   1794.9 used,   3275.7 buff/cache
MiB Mem :  16009.2 total,  10938.6 free,   1794.9 used,   3275.7 buff/cache
MiB Mem :  16009.2 total,  10938.6 free,   1794.9 used,   3275.7 buff/cache
MiB Mem :  16009.2 total,  10938.6 free,   1794.9 used,   3275.7 buff/cache
MiB Mem :  16009.2 total,  10938.6 free,   1794.9 used,   3275.7 buff/cache
MiB Mem :  16009.2 total,  10941.1 free,   1792.2 used,   3275.9 buff/cache
MiB Mem :  16009.2 total,  10941.1 free,   1792.2 used,   3275.9 buff/cache
MiB Mem :  16009.2 total,  10941.1 free,   1792.2 used,   3275.9 buff/cache
MiB Mem :  16009.2 total,  10941.1 free,   1792.2 used,   3275.9 buff/cache
MiB Mem :  16009.2 total,  10941.1 free,   1792.2 used,   3275.9 buff/cache
MiB Mem :  16009.2 total,  10941.1 free,   1792.2 used,   3275.9 buff/cache
MiB Mem :  16009.2 total,  10939.5 free,   1793.7 used,   3276.0 buff/cache
MiB Mem :  16009.2 total,  10939.5 free,   1793.7 used,   3276.0 buff/cache
MiB Mem :  16009.2 total,  10939.5 free,   1793.7 used,   3276.0 buff/cache
MiB Mem :  16009.2 total,  10939.5 free,   1793.7 used,   3276.0 buff/cache
MiB Mem :  16009.2 total,  10939.5 free,   1793.7 used,   3276.0 buff/cache
MiB Mem :  16009.2 total,  10939.5 free,   1793.7 used,   3276.0 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.3 used,   3276.2 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.3 used,   3276.2 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.3 used,   3276.2 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.3 used,   3276.2 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.3 used,   3276.2 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.3 used,   3276.2 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.2 used,   3276.3 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.2 used,   3276.3 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.2 used,   3276.3 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.2 used,   3276.3 buff/cache
MiB Mem :  16009.2 total,  10940.7 free,   1792.2 used,   3276.3 buff/cache
