MiB Mem :  16009.2 total,  11682.3 free,   1042.8 used,   3284.1 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.8 used,   3284.1 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.8 used,   3284.1 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.8 used,   3284.1 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.8 used,   3284.1 buff/cache
MiB Mem :  16009.2 total,  11681.2 free,   1043.8 used,   3284.2 buff/cache
MiB Mem :  16009.2 total,  11681.2 free,   1043.8 used,   3284.2 buff/cache
MiB Mem :  16009.2 total,  11681.2 free,   1043.8 used,   3284.2 buff/cache
MiB Mem :  16009.2 total,  11681.2 free,   1043.8 used,   3284.2 buff/cache
MiB Mem :  16009.2 total,  11681.2 free,   1043.8 used,   3284.2 buff/cache
MiB Mem :  16009.2 total,  11681.2 free,   1043.8 used,   3284.2 buff/cache
MiB Mem :  16009.2 total,  11681.0 free,   1043.9 used,   3284.4 buff/cache
MiB Mem :  16009.2 total,  11681.0 free,   1043.9 used,   3284.4 buff/cache
MiB Mem :  16009.2 total,  11681.0 free,   1043.9 used,   3284.4 buff/cache
MiB Mem :  16009.2 total,  11681.0 free,   1043.9 used,   3284.4 buff/cache
MiB Mem :  16009.2 total,  11681.0 free,   1043.9 used,   3284.4 buff/cache
MiB Mem :  16009.2 total,  11681.0 free,   1043.9 used,   3284.4 buff/cache
MiB Mem :  16009.2 total,  11682.1 free,   1042.6 used,   3284.5 buff/cache
MiB Mem :  16009.2 total,  11682.1 free,   1042.6 used,   3284.5 buff/cache
MiB Mem :  16009.2 total,  11682.1 free,   1042.6 used,   3284.5 buff/cache
MiB Mem :  16009.2 total,  11682.1 free,   1042.6 used,   3284.5 buff/cache
MiB Mem :  16009.2 total,  11682.1 free,   1042.6 used,   3284.5 buff/cache
MiB Mem :  16009.2 total,  11682.1 free,   1042.6 used,   3284.5 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.3 used,   3284.6 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.3 used,   3284.6 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.3 used,   3284.6 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.3 used,   3284.6 buff/cache
MiB Mem :  16009.2 total,  11682.3 free,   1042.3 used,   3284.6 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1041.1 used,   3284.7 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1041.1 used,   3284.7 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1041.1 used,   3284.7 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1041.1 used,   3284.7 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1041.1 used,   3284.7 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1041.1 used,   3284.7 buff/cache
MiB Mem :  16009.2 total,  11683.3 free,   1041.0 used,   3284.8 buff/cache
MiB Mem :  16009.2 total,  11683.3 free,   1041.0 used,   3284.8 buff/cache
MiB Mem :  16009.2 total,  11683.3 free,   1041.0 used,   3284.8 buff/cache
MiB Mem :  16009.2 total,  11683.3 free,   1041.0 used,   3284.8 buff/cache
MiB Mem :  16009.2 total,  11683.3 free,   1041.0 used,   3284.8 buff/cache
MiB Mem :  16009.2 total,  11683.3 free,   1041.0 used,   3284.8 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.8 used,   3285.0 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.8 used,   3285.0 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.8 used,   3285.0 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.8 used,   3285.0 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.8 used,   3285.0 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.8 used,   3285.0 buff/cache
MiB Mem :  16009.2 total,  11684.6 free,   1039.6 used,   3285.1 buff/cache
MiB Mem :  16009.2 total,  11684.6 free,   1039.6 used,   3285.1 buff/cache
MiB Mem :  16009.2 total,  11684.6 free,   1039.6 used,   3285.1 buff/cache
MiB Mem :  16009.2 total,  11684.6 free,   1039.6 used,   3285.1 buff/cache
MiB Mem :  16009.2 total,  11684.6 free,   1039.6 used,   3285.1 buff/cache
MiB Mem :  16009.2 total,  11684.6 free,   1039.6 used,   3285.1 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.7 used,   3285.2 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.7 used,   3285.2 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.7 used,   3285.2 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.7 used,   3285.2 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.7 used,   3285.2 buff/cache
MiB Mem :  16009.2 total,  11683.4 free,   1040.7 used,   3285.2 buff/cache
MiB Mem :  16009.2 total,  11684.3 free,   1039.6 used,   3285.3 buff/cache
MiB Mem :  16009.2 total,  11684.3 free,   1039.6 used,   3285.3 buff/cache
MiB Mem :  16009.2 total,  11684.3 free,   1039.6 used,   3285.3 buff/cache
MiB Mem :  16009.2 total,  11684.3 free,   1039.6 used,   3285.3 buff/cache
MiB Mem :  16009.2 total,  11684.3 free,   1039.6 used,   3285.3 buff/cache
MiB Mem :  16009.2 total,  11684.3 free,   1039.6 used,   3285.3 buff/cache
MiB Mem :  16009.2 total,  11682.0 free,   1041.8 used,   3285.4 buff/cache
