MiB Mem :  16009.2 total,  11980.6 free,   1352.6 used,   2675.9 buff/cache
MiB Mem :  16009.2 total,  11980.6 free,   1352.6 used,   2675.9 buff/cache
MiB Mem :  16009.2 total,  11980.6 free,   1352.6 used,   2675.9 buff/cache
MiB Mem :  16009.2 total,  11980.6 free,   1352.6 used,   2675.9 buff/cache
MiB Mem :  16009.2 total,  11980.6 free,   1352.6 used,   2675.9 buff/cache
MiB Mem :  16009.2 total,  11979.1 free,   1354.0 used,   2676.1 buff/cache
MiB Mem :  16009.2 total,  11979.1 free,   1354.0 used,   2676.1 buff/cache
MiB Mem :  16009.2 total,  11979.1 free,   1354.0 used,   2676.1 buff/cache
MiB Mem :  16009.2 total,  11979.1 free,   1354.0 used,   2676.1 buff/cache
MiB Mem :  16009.2 total,  11979.1 free,   1354.0 used,   2676.1 buff/cache
MiB Mem :  16009.2 total,  11979.1 free,   1354.0 used,   2676.1 buff/cache
MiB Mem :  16009.2 total,  11975.4 free,   1357.6 used,   2676.2 buff/cache
MiB Mem :  16009.2 total,  11975.4 free,   1357.6 used,   2676.2 buff/cache
MiB Mem :  16009.2 total,  11975.4 free,   1357.6 used,   2676.2 buff/cache
MiB Mem :  16009.2 total,  11975.4 free,   1357.6 used,   2676.2 buff/cache
MiB Mem :  16009.2 total,  11975.4 free,   1357.6 used,   2676.2 buff/cache
MiB Mem :  16009.2 total,  11975.4 free,   1357.6 used,   2676.2 buff/cache
MiB Mem :  16009.2 total,  11974.9 free,   1358.0 used,   2676.3 buff/cache
MiB Mem :  16009.2 total,  11974.9 free,   1358.0 used,   2676.3 buff/cache
MiB Mem :  16009.2 total,  11974.9 free,   1358.0 used,   2676.3 buff/cache
MiB Mem :  16009.2 total,  11974.9 free,   1358.0 used,   2676.3 buff/cache
MiB Mem :  16009.2 total,  11974.9 free,   1358.0 used,   2676.3 buff/cache
MiB Mem :  16009.2 total,  11974.9 free,   1358.0 used,   2676.3 buff/cache
MiB Mem :  16009.2 total,  11973.2 free,   1359.6 used,   2676.5 buff/cache
MiB Mem :  16009.2 total,  11973.2 free,   1359.6 used,   2676.5 buff/cache
MiB Mem :  16009.2 total,  11973.2 free,   1359.6 used,   2676.5 buff/cache
MiB Mem :  16009.2 total,  11973.2 free,   1359.6 used,   2676.5 buff/cache
MiB Mem :  16009.2 total,  11973.2 free,   1359.6 used,   2676.5 buff/cache
MiB Mem :  16009.2 total,  11973.2 free,   1359.6 used,   2676.5 buff/cache
MiB Mem :  16009.2 total,  11965.9 free,   1366.8 used,   2676.6 buff/cache
MiB Mem :  16009.2 total,  11965.9 free,   1366.8 used,   2676.6 buff/cache
MiB Mem :  16009.2 total,  11965.9 free,   1366.8 used,   2676.6 buff/cache
MiB Mem :  16009.2 total,  11965.9 free,   1366.8 used,   2676.6 buff/cache
MiB Mem :  16009.2 total,  11965.9 free,   1366.8 used,   2676.6 buff/cache
MiB Mem :  16009.2 total,  11965.9 free,   1366.8 used,   2676.6 buff/cache
MiB Mem :  16009.2 total,  11964.3 free,   1368.2 used,   2676.7 buff/cache
MiB Mem :  16009.2 total,  11964.3 free,   1368.2 used,   2676.7 buff/cache
MiB Mem :  16009.2 total,  11964.3 free,   1368.2 used,   2676.7 buff/cache
MiB Mem :  16009.2 total,  11964.3 free,   1368.2 used,   2676.7 buff/cache
MiB Mem :  16009.2 total,  11964.3 free,   1368.2 used,   2676.7 buff/cache
MiB Mem :  16009.2 total,  11964.3 free,   1368.2 used,   2676.7 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.2 used,   2676.9 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.2 used,   2676.9 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.2 used,   2676.9 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.2 used,   2676.9 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.2 used,   2676.9 buff/cache
MiB Mem :  16009.2 total,  11962.2 free,   1370.1 used,   2677.0 buff/cache
MiB Mem :  16009.2 total,  11962.2 free,   1370.1 used,   2677.0 buff/cache
MiB Mem :  16009.2 total,  11962.2 free,   1370.1 used,   2677.0 buff/cache
MiB Mem :  16009.2 total,  11962.2 free,   1370.1 used,   2677.0 buff/cache
MiB Mem :  16009.2 total,  11962.2 free,   1370.1 used,   2677.0 buff/cache
MiB Mem :  16009.2 total,  11962.2 free,   1370.1 used,   2677.0 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.0 used,   2677.1 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.0 used,   2677.1 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.0 used,   2677.1 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.0 used,   2677.1 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.0 used,   2677.1 buff/cache
MiB Mem :  16009.2 total,  11963.2 free,   1369.0 used,   2677.1 buff/cache
MiB Mem :  16009.2 total,  11963.0 free,   1369.0 used,   2677.2 buff/cache
MiB Mem :  16009.2 total,  11963.0 free,   1369.0 used,   2677.2 buff/cache
MiB Mem :  16009.2 total,  11963.0 free,   1369.0 used,   2677.2 buff/cache
MiB Mem :  16009.2 total,  11963.0 free,   1369.0 used,   2677.2 buff/cache
MiB Mem :  16009.2 total,  11963.0 free,   1369.0 used,   2677.2 buff/cache
MiB Mem :  16009.2 total,  11963.0 free,   1369.0 used,   2677.2 buff/cache
