16009.2,11570.1,1723.0,2716.1
16009.2,11570.1,1723.0,2716.1
16009.2,11570.1,1723.0,2716.1
16009.2,11570.1,1723.0,2716.1
16009.2,11570.1,1723.0,2716.1
16009.2,11565.4,1727.6,2716.2
16009.2,11565.4,1727.6,2716.2
16009.2,11565.4,1727.6,2716.2
16009.2,11565.4,1727.6,2716.2
16009.2,11565.4,1727.6,2716.2
16009.2,11565.4,1727.6,2716.2
16009.2,11565.8,1726.9,2716.4
16009.2,11565.8,1726.9,2716.4
16009.2,11565.8,1726.9,2716.4
16009.2,11565.8,1726.9,2716.4
16009.2,11565.8,1726.9,2716.4
16009.2,11565.8,1726.9,2716.4
16009.2,11569.5,1723.1,2716.6
16009.2,11569.5,1723.1,2716.6
16009.2,11569.5,1723.1,2716.6
16009.2,11569.5,1723.1,2716.6
16009.2,11569.5,1723.1,2716.6
16009.2,11566.4,1726.1,2716.7
16009.2,11566.4,1726.1,2716.7
16009.2,11566.4,1726.1,2716.7
16009.2,11566.4,1726.1,2716.7
16009.2,11566.4,1726.1,2716.7
16009.2,11566.4,1726.1,2716.7
16009.2,11559.4,1733.0,2716.9
16009.2,11559.4,1733.0,2716.9
16009.2,11559.4,1733.0,2716.9
16009.2,11559.4,1733.0,2716.9
16009.2,11559.4,1733.0,2716.9
16009.2,11559.4,1733.0,2716.9
16009.2,11559.0,1733.2,2717.0
16009.2,11559.0,1733.2,2717.0
16009.2,11559.0,1733.2,2717.0
16009.2,11559.0,1733.2,2717.0
16009.2,11559.0,1733.2,2717.0
16009.2,11559.0,1733.2,2717.0
16009.2,11557.5,1734.6,2717.2
16009.2,11557.5,1734.6,2717.2
16009.2,11557.5,1734.6,2717.2
16009.2,11557.5,1734.6,2717.2
16009.2,11557.5,1734.6,2717.2
16009.2,11557.5,1734.6,2717.2
16009.2,11558.1,1733.8,2717.3
16009.2,11558.1,1733.8,2717.3
16009.2,11558.1,1733.8,2717.3
16009.2,11558.1,1733.8,2717.3
16009.2,11558.1,1733.8,2717.3
16009.2,11559.4,1732.4,2717.5
16009.2,11559.4,1732.4,2717.5
16009.2,11559.4,1732.4,2717.5
16009.2,11559.4,1732.4,2717.5
16009.2,11559.4,1732.4,2717.5
16009.2,11559.4,1732.4,2717.5
16009.2,11559.1,1732.4,2717.6
16009.2,11559.1,1732.4,2717.6
16009.2,11559.1,1732.4,2717.6
16009.2,11559.1,1732.4,2717.6
16009.2,11559.1,1732.4,2717.6
16009.2,11559.1,1732.4,2717.6
16009.2,11558.2,1733.2,2717.8
