top - 09:04:33 up 1 day, 11:50,  0 users,  load average: 13.32, 3.32, 1.60
Tasks: 309 total,   5 running, 304 sleeping,   0 stopped,   0 zombie
%Cpu(s): 72.0 us, 17.3 sy,  0.0 ni,  0.0 id,  0.0 wa,  0.0 hi, 10.7 si,  0.0 st
MiB Mem :  16009.2 total,  10101.6 free,   2542.2 used,   3365.4 buff/cache
MiB Swap:      0.0 total,      0.0 free,      0.0 used.  13325.2 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 668520 1337      20   0  172508  53096  33860 S  16.7   0.3   1:08.29 envoy
 669885 1337      20   0  172508  53116  33880 S  16.7   0.3   0:50.91 envoy
 675254 1337      20   0  172508  52400  33680 S  16.7   0.3   0:30.46 envoy
 667484 1337      20   0  173528  53716  33680 S  11.1   0.3   1:56.75 envoy
 668636 1337      20   0  172508  53124  33900 S  11.1   0.3   1:07.94 envoy
 668731 1337      20   0  172508  53496  34008 S  11.1   0.3   1:07.78 envoy
 670048 1337      20   0  172504  53164  33944 S  11.1   0.3   0:50.42 envoy
 670390 1337      20   0  172504  52660  33680 S  11.1   0.3   0:51.11 envoy
 671523 1337      20   0  172508  52976  34012 S  11.1   0.3   0:41.26 envoy
 671850 1337      20   0  172504  53068  33828 S  11.1   0.3   0:41.79 envoy
 671937 1337      20   0  172504  52860  33892 S  11.1   0.3   0:41.90 envoy
 672021 1337      20   0  171484  52064  33608 S  11.1   0.3   0:41.45 envoy
 673196 1337      20   0  172508  52424  33712 S  11.1   0.3   0:35.37 envoy
 673554 1337      20   0  172504  52332  33612 S  11.1   0.3   0:35.70 envoy
 674748 1337      20   0  171484  52104  33648 S  11.1   0.3   0:31.01 envoy
 674973 1337      20   0  172504  53192  33960 S  11.1   0.3   0:30.52 envoy
 676429 1337      20   0  172508  53184  33956 R  11.1   0.3   0:26.83 envoy
 676608 1337      20   0  171480  52476  33772 S  11.1   0.3   0:26.81 envoy
     18 root      20   0       0      0      0 S   5.6   0.0   0:15.42 ksoftir+
