MiB Mem :  16009.2 total,  10116.8 free,   2534.4 used,   3358.1 buff/cache
MiB Mem :  16009.2 total,  10116.8 free,   2534.4 used,   3358.1 buff/cache
MiB Mem :  16009.2 total,  10116.8 free,   2534.4 used,   3358.1 buff/cache
MiB Mem :  16009.2 total,  10116.8 free,   2534.4 used,   3358.1 buff/cache
MiB Mem :  16009.2 total,  10116.8 free,   2534.4 used,   3358.1 buff/cache
MiB Mem :  16009.2 total,  10116.8 free,   2534.4 used,   3358.1 buff/cache
MiB Mem :  16009.2 total,  10133.8 free,   2517.2 used,   3358.2 buff/cache
MiB Mem :  16009.2 total,  10133.8 free,   2517.2 used,   3358.2 buff/cache
MiB Mem :  16009.2 total,  10133.8 free,   2517.2 used,   3358.2 buff/cache
MiB Mem :  16009.2 total,  10133.8 free,   2517.2 used,   3358.2 buff/cache
MiB Mem :  16009.2 total,  10133.8 free,   2517.2 used,   3358.2 buff/cache
MiB Mem :  16009.2 total,  10133.8 free,   2517.2 used,   3358.2 buff/cache
MiB Mem :  16009.2 total,  10130.2 free,   2520.7 used,   3358.4 buff/cache
MiB Mem :  16009.2 total,  10130.2 free,   2520.7 used,   3358.4 buff/cache
MiB Mem :  16009.2 total,  10130.2 free,   2520.7 used,   3358.4 buff/cache
MiB Mem :  16009.2 total,  10130.2 free,   2520.7 used,   3358.4 buff/cache
MiB Mem :  16009.2 total,  10130.2 free,   2520.7 used,   3358.4 buff/cache
MiB Mem :  16009.2 total,  10130.2 free,   2520.7 used,   3358.4 buff/cache
MiB Mem :  16009.2 total,  10134.3 free,   2516.4 used,   3358.6 buff/cache
MiB Mem :  16009.2 total,  10134.3 free,   2516.4 used,   3358.6 buff/cache
MiB Mem :  16009.2 total,  10134.3 free,   2516.4 used,   3358.6 buff/cache
MiB Mem :  16009.2 total,  10134.3 free,   2516.4 used,   3358.6 buff/cache
MiB Mem :  16009.2 total,  10134.3 free,   2516.4 used,   3358.6 buff/cache
MiB Mem :  16009.2 total,  10134.3 free,   2516.4 used,   3358.6 buff/cache
MiB Mem :  16009.2 total,  10136.1 free,   2514.4 used,   3358.7 buff/cache
MiB Mem :  16009.2 total,  10136.1 free,   2514.4 used,   3358.7 buff/cache
MiB Mem :  16009.2 total,  10136.1 free,   2514.4 used,   3358.7 buff/cache
MiB Mem :  16009.2 total,  10136.1 free,   2514.4 used,   3358.7 buff/cache
MiB Mem :  16009.2 total,  10136.1 free,   2514.4 used,   3358.7 buff/cache
MiB Mem :  16009.2 total,  10132.2 free,   2518.1 used,   3358.9 buff/cache
MiB Mem :  16009.2 total,  10132.2 free,   2518.1 used,   3358.9 buff/cache
MiB Mem :  16009.2 total,  10132.2 free,   2518.1 used,   3358.9 buff/cache
MiB Mem :  16009.2 total,  10132.2 free,   2518.1 used,   3358.9 buff/cache
MiB Mem :  16009.2 total,  10132.2 free,   2518.1 used,   3358.9 buff/cache
MiB Mem :  16009.2 total,  10132.2 free,   2518.1 used,   3358.9 buff/cache
MiB Mem :  16009.2 total,  10136.4 free,   2513.7 used,   3359.1 buff/cache
MiB Mem :  16009.2 total,  10136.4 free,   2513.7 used,   3359.1 buff/cache
MiB Mem :  16009.2 total,  10136.4 free,   2513.7 used,   3359.1 buff/cache
MiB Mem :  16009.2 total,  10136.4 free,   2513.7 used,   3359.1 buff/cache
MiB Mem :  16009.2 total,  10136.4 free,   2513.7 used,   3359.1 buff/cache
MiB Mem :  16009.2 total,  10136.4 free,   2513.7 used,   3359.1 buff/cache
MiB Mem :  16009.2 total,  10133.6 free,   2516.4 used,   3359.3 buff/cache
MiB Mem :  16009.2 total,  10133.6 free,   2516.4 used,   3359.3 buff/cache
MiB Mem :  16009.2 total,  10133.6 free,   2516.4 used,   3359.3 buff/cache
MiB Mem :  16009.2 total,  10133.6 free,   2516.4 used,   3359.3 buff/cache
MiB Mem :  16009.2 total,  10133.6 free,   2516.4 used,   3359.3 buff/cache
MiB Mem :  16009.2 total,  10133.6 free,   2516.4 used,   3359.3 buff/cache
MiB Mem :  16009.2 total,  10135.9 free,   2513.9 used,   3359.4 buff/cache
MiB Mem :  16009.2 total,  10135.9 free,   2513.9 used,   3359.4 buff/cache
MiB Mem :  16009.2 total,  10135.9 free,   2513.9 used,   3359.4 buff/cache
MiB Mem :  16009.2 total,  10135.9 free,   2513.9 used,   3359.4 buff/cache
MiB Mem :  16009.2 total,  10135.9 free,   2513.9 used,   3359.4 buff/cache
MiB Mem :  16009.2 total,  10135.9 free,   2513.9 used,   3359.4 buff/cache
MiB Mem :  16009.2 total,  10133.2 free,   2516.4 used,   3359.6 buff/cache
MiB Mem :  16009.2 total,  10133.2 free,   2516.4 used,   3359.6 buff/cache
MiB Mem :  16009.2 total,  10133.2 free,   2516.4 used,   3359.6 buff/cache
MiB Mem :  16009.2 total,  10133.2 free,   2516.4 used,   3359.6 buff/cache
MiB Mem :  16009.2 total,  10133.2 free,   2516.4 used,   3359.6 buff/cache
MiB Mem :  16009.2 total,  10133.2 free,   2516.4 used,   3359.6 buff/cache
MiB Mem :  16009.2 total,  10133.3 free,   2516.2 used,   3359.7 buff/cache
MiB Mem :  16009.2 total,  10133.3 free,   2516.2 used,   3359.7 buff/cache
MiB Mem :  16009.2 total,  10133.3 free,   2516.2 used,   3359.7 buff/cache
MiB Mem :  16009.2 total,  10133.3 free,   2516.2 used,   3359.7 buff/cache
MiB Mem :  16009.2 total,  10133.3 free,   2516.2 used,   3359.7 buff/cache
MiB Mem :  16009.2 total,  10133.3 free,   2516.2 used,   3359.7 buff/cache
