MiB Mem :  16009.2 total,  12256.1 free,    792.9 used,   2960.3 buff/cache
MiB Mem :  16009.2 total,  12256.1 free,    792.9 used,   2960.3 buff/cache
MiB Mem :  16009.2 total,  12256.1 free,    792.9 used,   2960.3 buff/cache
MiB Mem :  16009.2 total,  12256.1 free,    792.9 used,   2960.3 buff/cache
MiB Mem :  16009.2 total,  12256.1 free,    792.9 used,   2960.3 buff/cache
MiB Mem :  16009.2 total,  12256.1 free,    792.9 used,   2960.3 buff/cache
MiB Mem :  16009.2 total,  12255.7 free,    793.1 used,   2960.4 buff/cache
MiB Mem :  16009.2 total,  12255.7 free,    793.1 used,   2960.4 buff/cache
MiB Mem :  16009.2 total,  12255.7 free,    793.1 used,   2960.4 buff/cache
MiB Mem :  16009.2 total,  12255.7 free,    793.1 used,   2960.4 buff/cache
MiB Mem :  16009.2 total,  12255.7 free,    793.1 used,   2960.4 buff/cache
MiB Mem :  16009.2 total,  12253.3 free,    795.3 used,   2960.6 buff/cache
MiB Mem :  16009.2 total,  12253.3 free,    795.3 used,   2960.6 buff/cache
MiB Mem :  16009.2 total,  12253.3 free,    795.3 used,   2960.6 buff/cache
MiB Mem :  16009.2 total,  12253.3 free,    795.3 used,   2960.6 buff/cache
MiB Mem :  16009.2 total,  12253.3 free,    795.3 used,   2960.6 buff/cache
MiB Mem :  16009.2 total,  12253.3 free,    795.3 used,   2960.6 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.7 used,   2960.8 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.7 used,   2960.8 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.7 used,   2960.8 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.7 used,   2960.8 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.7 used,   2960.8 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.7 used,   2960.8 buff/cache
MiB Mem :  16009.2 total,  12250.9 free,    797.5 used,   2960.9 buff/cache
MiB Mem :  16009.2 total,  12250.9 free,    797.5 used,   2960.9 buff/cache
MiB Mem :  16009.2 total,  12250.9 free,    797.5 used,   2960.9 buff/cache
MiB Mem :  16009.2 total,  12250.9 free,    797.5 used,   2960.9 buff/cache
MiB Mem :  16009.2 total,  12250.9 free,    797.5 used,   2960.9 buff/cache
MiB Mem :  16009.2 total,  12250.9 free,    797.5 used,   2960.9 buff/cache
MiB Mem :  16009.2 total,  12250.2 free,    798.0 used,   2961.0 buff/cache
MiB Mem :  16009.2 total,  12250.2 free,    798.0 used,   2961.0 buff/cache
MiB Mem :  16009.2 total,  12250.2 free,    798.0 used,   2961.0 buff/cache
MiB Mem :  16009.2 total,  12250.2 free,    798.0 used,   2961.0 buff/cache
MiB Mem :  16009.2 total,  12250.2 free,    798.0 used,   2961.0 buff/cache
MiB Mem :  16009.2 total,  12250.2 free,    798.0 used,   2961.0 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.5 used,   2961.1 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.5 used,   2961.1 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.5 used,   2961.1 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.5 used,   2961.1 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.5 used,   2961.1 buff/cache
MiB Mem :  16009.2 total,  12249.7 free,    798.5 used,   2961.1 buff/cache
MiB Mem :  16009.2 total,  12247.6 free,    800.4 used,   2961.2 buff/cache
MiB Mem :  16009.2 total,  12247.6 free,    800.4 used,   2961.2 buff/cache
MiB Mem :  16009.2 total,  12247.6 free,    800.4 used,   2961.2 buff/cache
MiB Mem :  16009.2 total,  12247.6 free,    800.4 used,   2961.2 buff/cache
MiB Mem :  16009.2 total,  12247.6 free,    800.4 used,   2961.2 buff/cache
MiB Mem :  16009.2 total,  12247.6 free,    800.4 used,   2961.2 buff/cache
MiB Mem :  16009.2 total,  12247.0 free,    801.0 used,   2961.3 buff/cache
MiB Mem :  16009.2 total,  12247.0 free,    801.0 used,   2961.3 buff/cache
MiB Mem :  16009.2 total,  12247.0 free,    801.0 used,   2961.3 buff/cache
MiB Mem :  16009.2 total,  12247.0 free,    801.0 used,   2961.3 buff/cache
MiB Mem :  16009.2 total,  12247.0 free,    801.0 used,   2961.3 buff/cache
MiB Mem :  16009.2 total,  12247.0 free,    801.0 used,   2961.3 buff/cache
MiB Mem :  16009.2 total,  12245.7 free,    799.1 used,   2964.5 buff/cache
MiB Mem :  16009.2 total,  12245.7 free,    799.1 used,   2964.5 buff/cache
MiB Mem :  16009.2 total,  12245.7 free,    799.1 used,   2964.5 buff/cache
MiB Mem :  16009.2 total,  12245.7 free,    799.1 used,   2964.5 buff/cache
MiB Mem :  16009.2 total,  12245.7 free,    799.1 used,   2964.5 buff/cache
MiB Mem :  16009.2 total,  12245.7 free,    799.1 used,   2964.5 buff/cache
MiB Mem :  16009.2 total,  12245.4 free,    799.2 used,   2964.6 buff/cache
MiB Mem :  16009.2 total,  12245.4 free,    799.2 used,   2964.6 buff/cache
MiB Mem :  16009.2 total,  12245.4 free,    799.2 used,   2964.6 buff/cache
MiB Mem :  16009.2 total,  12245.4 free,    799.2 used,   2964.6 buff/cache
