MiB Mem :  16009.2 total,  12199.5 free,    835.3 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    835.3 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    835.3 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    835.3 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    835.3 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.1 free,    835.7 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.1 free,    835.7 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.1 free,    835.7 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.1 free,    835.7 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.1 free,    835.7 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12199.1 free,    835.7 used,   2974.4 buff/cache
MiB Mem :  16009.2 total,  12200.7 free,    834.0 used,   2974.5 buff/cache
MiB Mem :  16009.2 total,  12200.7 free,    834.0 used,   2974.5 buff/cache
MiB Mem :  16009.2 total,  12200.7 free,    834.0 used,   2974.5 buff/cache
MiB Mem :  16009.2 total,  12200.7 free,    834.0 used,   2974.5 buff/cache
MiB Mem :  16009.2 total,  12200.7 free,    834.0 used,   2974.5 buff/cache
MiB Mem :  16009.2 total,  12200.7 free,    834.0 used,   2974.5 buff/cache
MiB Mem :  16009.2 total,  12200.5 free,    834.2 used,   2974.6 buff/cache
MiB Mem :  16009.2 total,  12200.5 free,    834.2 used,   2974.6 buff/cache
MiB Mem :  16009.2 total,  12200.5 free,    834.2 used,   2974.6 buff/cache
MiB Mem :  16009.2 total,  12200.5 free,    834.2 used,   2974.6 buff/cache
MiB Mem :  16009.2 total,  12200.5 free,    834.2 used,   2974.6 buff/cache
MiB Mem :  16009.2 total,  12200.5 free,    834.2 used,   2974.6 buff/cache
MiB Mem :  16009.2 total,  12201.1 free,    833.4 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12201.1 free,    833.4 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12201.1 free,    833.4 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12201.1 free,    833.4 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12201.1 free,    833.4 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12201.1 free,    833.4 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.6 free,    834.9 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.6 free,    834.9 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.6 free,    834.9 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.6 free,    834.9 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.6 free,    834.9 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.6 free,    834.9 used,   2974.7 buff/cache
MiB Mem :  16009.2 total,  12199.0 free,    835.4 used,   2974.8 buff/cache
MiB Mem :  16009.2 total,  12199.0 free,    835.4 used,   2974.8 buff/cache
MiB Mem :  16009.2 total,  12199.0 free,    835.4 used,   2974.8 buff/cache
MiB Mem :  16009.2 total,  12199.0 free,    835.4 used,   2974.8 buff/cache
MiB Mem :  16009.2 total,  12199.0 free,    835.4 used,   2974.8 buff/cache
MiB Mem :  16009.2 total,  12199.0 free,    835.4 used,   2974.8 buff/cache
MiB Mem :  16009.2 total,  12198.2 free,    836.1 used,   2974.9 buff/cache
MiB Mem :  16009.2 total,  12198.2 free,    836.1 used,   2974.9 buff/cache
MiB Mem :  16009.2 total,  12198.2 free,    836.1 used,   2974.9 buff/cache
MiB Mem :  16009.2 total,  12198.2 free,    836.1 used,   2974.9 buff/cache
MiB Mem :  16009.2 total,  12198.2 free,    836.1 used,   2974.9 buff/cache
MiB Mem :  16009.2 total,  12198.2 free,    836.1 used,   2974.9 buff/cache
MiB Mem :  16009.2 total,  12198.7 free,    835.6 used,   2975.0 buff/cache
MiB Mem :  16009.2 total,  12198.7 free,    835.6 used,   2975.0 buff/cache
MiB Mem :  16009.2 total,  12198.7 free,    835.6 used,   2975.0 buff/cache
MiB Mem :  16009.2 total,  12198.7 free,    835.6 used,   2975.0 buff/cache
MiB Mem :  16009.2 total,  12198.7 free,    835.6 used,   2975.0 buff/cache
MiB Mem :  16009.2 total,  12198.7 free,    835.6 used,   2975.0 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    834.6 used,   2975.2 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    834.6 used,   2975.2 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    834.6 used,   2975.2 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    834.6 used,   2975.2 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    834.6 used,   2975.2 buff/cache
MiB Mem :  16009.2 total,  12199.5 free,    834.6 used,   2975.2 buff/cache
MiB Mem :  16009.2 total,  12199.2 free,    834.8 used,   2975.3 buff/cache
MiB Mem :  16009.2 total,  12199.2 free,    834.8 used,   2975.3 buff/cache
MiB Mem :  16009.2 total,  12199.2 free,    834.8 used,   2975.3 buff/cache
MiB Mem :  16009.2 total,  12199.2 free,    834.8 used,   2975.3 buff/cache
MiB Mem :  16009.2 total,  12199.2 free,    834.8 used,   2975.3 buff/cache
