39.1,10.9,0.0,37.5,0.0,0.0,12.5,0.0
40.8,10.0,0.0,39.3,0.0,0.0,10.0,0.0
42.9,9.4,0.0,37.9,0.0,0.0,9.9,0.0
40.0,10.2,0.0,39.0,0.0,0.0,10.7,0.0
43.1,10.8,0.0,37.3,0.0,0.0,8.8,0.0
41.2,9.3,0.0,38.7,0.0,0.0,10.8,0.0
43.1,9.9,0.0,36.6,0.0,0.0,10.4,0.0
40.4,9.4,0.0,40.4,0.0,0.0,9.9,0.0
44.5,10.5,0.0,34.5,0.0,0.0,10.5,0.0
43.9,9.1,0.0,37.9,0.0,0.0,9.1,0.0
42.6,9.3,0.0,37.3,0.0,0.0,10.8,0.0
42.8,10.4,0.0,37.3,0.0,0.0,9.5,0.0
42.5,8.5,0.0,38.5,0.0,0.0,10.5,0.0
43.0,8.5,0.0,37.0,0.0,0.0,11.5,0.0
43.2,9.5,0.0,37.2,0.0,0.0,10.1,0.0
45.0,8.5,0.0,36.5,0.0,0.0,10.0,0.0
42.0,10.0,0.0,39.0,0.0,0.0,9.0,0.0
43.3,9.0,0.0,37.3,0.0,0.0,10.4,0.0
43.3,9.4,0.0,36.5,0.0,0.0,10.8,0.0
42.3,8.5,0.0,38.3,0.0,0.0,10.9,0.0
40.9,9.1,0.0,39.4,0.0,0.0,10.6,0.0
40.2,10.3,0.0,39.2,0.0,0.0,10.3,0.0
39.8,9.5,0.0,39.3,0.0,0.0,11.4,0.0
42.6,10.4,0.0,37.1,0.0,0.0,9.9,0.0
41.0,9.3,0.0,36.6,0.0,0.0,13.2,0.0
43.5,9.5,0.0,36.0,0.0,0.0,11.0,0.0
43.8,10.8,0.0,35.5,0.5,0.0,9.4,0.0
41.8,10.4,0.0,38.8,0.0,0.0,9.0,0.0
43.5,10.0,0.0,36.0,0.0,0.0,10.5,0.0
40.9,9.4,0.0,38.9,0.0,0.0,10.8,0.0
40.6,9.9,0.0,39.1,0.0,0.0,10.4,0.0
38.7,10.8,0.0,39.7,0.0,0.0,10.8,0.0
40.3,9.5,0.0,39.8,0.0,0.0,10.4,0.0
41.7,8.3,0.0,39.2,0.0,0.0,10.8,0.0
42.2,9.3,0.0,37.3,0.0,0.0,11.3,0.0
41.7,8.8,0.0,38.2,0.0,0.0,11.3,0.0
41.2,10.3,0.0,37.3,0.0,0.0,11.3,0.0
43.6,11.3,0.0,35.3,0.0,0.0,9.8,0.0
41.5,9.5,0.0,39.5,0.0,0.0,9.5,0.0
43.5,8.0,0.0,38.0,0.0,0.0,10.5,0.0
42.0,9.3,0.0,38.0,0.0,0.0,10.7,0.0
43.2,9.0,0.0,36.7,0.0,0.0,11.1,0.0
43.5,9.5,0.0,37.0,0.0,0.0,10.0,0.0
46.3,10.8,0.0,33.0,0.0,0.0,9.9,0.0
43.1,9.4,0.0,36.6,0.0,0.0,10.9,0.0
43.8,8.9,0.0,36.9,0.0,0.0,10.3,0.0
45.5,10.4,0.0,34.7,0.0,0.0,9.4,0.0
45.5,10.0,0.0,34.0,0.0,0.0,10.5,0.0
43.9,9.6,0.0,36.9,0.0,0.0,9.6,0.0
44.4,8.8,0.0,36.6,0.0,0.0,10.2,0.0
42.6,8.4,0.0,38.1,0.0,0.0,10.9,0.0
39.8,9.0,0.0,40.8,0.0,0.0,10.4,0.0
18.9,3.5,0.0,72.6,0.0,0.0,5.0,0.0
1.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0
1.5,1.0,0.0,97.5,0.0,0.0,0.0,0.0
1.0,0.5,0.0,98.5,0.0,0.0,0.0,0.0
2.0,0.5,0.0,97.0,0.0,0.0,0.5,0.0
0.5,0.5,0.0,99.0,0.0,0.0,0.0,0.0
0.5,0.5,0.0,99.0,0.0,0.0,0.0,0.0
1.5,0.5,0.0,98.0,0.0,0.0,0.0,0.0
0.5,0.5,0.0,99.0,0.0,0.0,0.0,0.0
1.0,0.5,0.0,98.5,0.0,0.0,0.0,0.0
1.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0
