MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11175.6 free,   1533.9 used,   3299.8 buff/cache
MiB Mem :  16009.2 total,  11177.0 free,   1532.3 used,   3299.9 buff/cache
MiB Mem :  16009.2 total,  11177.0 free,   1532.3 used,   3299.9 buff/cache
MiB Mem :  16009.2 total,  11177.0 free,   1532.3 used,   3299.9 buff/cache
MiB Mem :  16009.2 total,  11177.0 free,   1532.3 used,   3299.9 buff/cache
MiB Mem :  16009.2 total,  11177.0 free,   1532.3 used,   3299.9 buff/cache
MiB Mem :  16009.2 total,  11177.0 free,   1532.3 used,   3299.9 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.3 used,   3300.0 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.3 used,   3300.0 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.3 used,   3300.0 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.3 used,   3300.0 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.3 used,   3300.0 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.3 used,   3300.0 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.2 used,   3300.1 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.2 used,   3300.1 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.2 used,   3300.1 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.2 used,   3300.1 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.2 used,   3300.1 buff/cache
MiB Mem :  16009.2 total,  11175.9 free,   1533.2 used,   3300.1 buff/cache
MiB Mem :  16009.2 total,  11174.4 free,   1534.5 used,   3300.3 buff/cache
MiB Mem :  16009.2 total,  11174.4 free,   1534.5 used,   3300.3 buff/cache
MiB Mem :  16009.2 total,  11174.4 free,   1534.5 used,   3300.3 buff/cache
MiB Mem :  16009.2 total,  11174.4 free,   1534.5 used,   3300.3 buff/cache
MiB Mem :  16009.2 total,  11174.4 free,   1534.5 used,   3300.3 buff/cache
MiB Mem :  16009.2 total,  11174.4 free,   1534.5 used,   3300.3 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1535.7 used,   3300.4 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1535.7 used,   3300.4 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1535.7 used,   3300.4 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1535.7 used,   3300.4 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1535.7 used,   3300.4 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1535.7 used,   3300.4 buff/cache
MiB Mem :  16009.2 total,  11175.2 free,   1533.5 used,   3300.5 buff/cache
MiB Mem :  16009.2 total,  11175.2 free,   1533.5 used,   3300.5 buff/cache
MiB Mem :  16009.2 total,  11175.2 free,   1533.5 used,   3300.5 buff/cache
MiB Mem :  16009.2 total,  11175.2 free,   1533.5 used,   3300.5 buff/cache
MiB Mem :  16009.2 total,  11175.2 free,   1533.5 used,   3300.5 buff/cache
MiB Mem :  16009.2 total,  11175.2 free,   1533.5 used,   3300.5 buff/cache
MiB Mem :  16009.2 total,  11175.4 free,   1533.1 used,   3300.7 buff/cache
