MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11173.1 free,   1536.8 used,   3299.3 buff/cache
MiB Mem :  16009.2 total,  11167.1 free,   1542.7 used,   3299.4 buff/cache
MiB Mem :  16009.2 total,  11167.1 free,   1542.7 used,   3299.4 buff/cache
MiB Mem :  16009.2 total,  11167.1 free,   1542.7 used,   3299.4 buff/cache
MiB Mem :  16009.2 total,  11167.1 free,   1542.7 used,   3299.4 buff/cache
MiB Mem :  16009.2 total,  11167.1 free,   1542.7 used,   3299.4 buff/cache
MiB Mem :  16009.2 total,  11167.1 free,   1542.7 used,   3299.4 buff/cache
MiB Mem :  16009.2 total,  11171.7 free,   1538.0 used,   3299.5 buff/cache
MiB Mem :  16009.2 total,  11171.7 free,   1538.0 used,   3299.5 buff/cache
MiB Mem :  16009.2 total,  11171.7 free,   1538.0 used,   3299.5 buff/cache
MiB Mem :  16009.2 total,  11171.7 free,   1538.0 used,   3299.5 buff/cache
MiB Mem :  16009.2 total,  11171.7 free,   1538.0 used,   3299.5 buff/cache
MiB Mem :  16009.2 total,  11171.7 free,   1538.0 used,   3299.5 buff/cache
MiB Mem :  16009.2 total,  11170.1 free,   1539.5 used,   3299.7 buff/cache
MiB Mem :  16009.2 total,  11170.1 free,   1539.5 used,   3299.7 buff/cache
MiB Mem :  16009.2 total,  11170.1 free,   1539.5 used,   3299.7 buff/cache
MiB Mem :  16009.2 total,  11170.1 free,   1539.5 used,   3299.7 buff/cache
MiB Mem :  16009.2 total,  11170.1 free,   1539.5 used,   3299.7 buff/cache
MiB Mem :  16009.2 total,  11175.6 free,   1533.9 used,   3299.8 buff/cache
MiB Mem :  16009.2 total,  11175.6 free,   1533.9 used,   3299.8 buff/cache
MiB Mem :  16009.2 total,  11175.6 free,   1533.9 used,   3299.8 buff/cache
MiB Mem :  16009.2 total,  11175.6 free,   1533.9 used,   3299.8 buff/cache
MiB Mem :  16009.2 total,  11175.6 free,   1533.9 used,   3299.8 buff/cache
