MiB Mem :  16009.2 total,  10607.8 free,   2074.3 used,   3327.1 buff/cache
MiB Mem :  16009.2 total,  10607.8 free,   2074.3 used,   3327.1 buff/cache
MiB Mem :  16009.2 total,  10607.8 free,   2074.3 used,   3327.1 buff/cache
MiB Mem :  16009.2 total,  10607.8 free,   2074.3 used,   3327.1 buff/cache
MiB Mem :  16009.2 total,  10607.8 free,   2074.3 used,   3327.1 buff/cache
MiB Mem :  16009.2 total,  10607.8 free,   2074.3 used,   3327.1 buff/cache
MiB Mem :  16009.2 total,  10599.6 free,   2082.3 used,   3327.4 buff/cache
MiB Mem :  16009.2 total,  10599.6 free,   2082.3 used,   3327.4 buff/cache
MiB Mem :  16009.2 total,  10599.6 free,   2082.3 used,   3327.4 buff/cache
MiB Mem :  16009.2 total,  10599.6 free,   2082.3 used,   3327.4 buff/cache
MiB Mem :  16009.2 total,  10599.6 free,   2082.3 used,   3327.4 buff/cache
MiB Mem :  16009.2 total,  10599.6 free,   2082.3 used,   3327.4 buff/cache
MiB Mem :  16009.2 total,  10596.5 free,   2085.1 used,   3327.6 buff/cache
MiB Mem :  16009.2 total,  10596.5 free,   2085.1 used,   3327.6 buff/cache
MiB Mem :  16009.2 total,  10596.5 free,   2085.1 used,   3327.6 buff/cache
MiB Mem :  16009.2 total,  10596.5 free,   2085.1 used,   3327.6 buff/cache
MiB Mem :  16009.2 total,  10596.5 free,   2085.1 used,   3327.6 buff/cache
MiB Mem :  16009.2 total,  10596.5 free,   2085.1 used,   3327.6 buff/cache
MiB Mem :  16009.2 total,  10594.2 free,   2087.3 used,   3327.7 buff/cache
MiB Mem :  16009.2 total,  10594.2 free,   2087.3 used,   3327.7 buff/cache
MiB Mem :  16009.2 total,  10594.2 free,   2087.3 used,   3327.7 buff/cache
MiB Mem :  16009.2 total,  10594.2 free,   2087.3 used,   3327.7 buff/cache
MiB Mem :  16009.2 total,  10594.2 free,   2087.3 used,   3327.7 buff/cache
MiB Mem :  16009.2 total,  10597.4 free,   2084.0 used,   3327.9 buff/cache
MiB Mem :  16009.2 total,  10597.4 free,   2084.0 used,   3327.9 buff/cache
MiB Mem :  16009.2 total,  10597.4 free,   2084.0 used,   3327.9 buff/cache
MiB Mem :  16009.2 total,  10597.4 free,   2084.0 used,   3327.9 buff/cache
MiB Mem :  16009.2 total,  10597.4 free,   2084.0 used,   3327.9 buff/cache
MiB Mem :  16009.2 total,  10597.4 free,   2084.0 used,   3327.9 buff/cache
MiB Mem :  16009.2 total,  10598.5 free,   2082.7 used,   3328.0 buff/cache
MiB Mem :  16009.2 total,  10598.5 free,   2082.7 used,   3328.0 buff/cache
MiB Mem :  16009.2 total,  10598.5 free,   2082.7 used,   3328.0 buff/cache
MiB Mem :  16009.2 total,  10598.5 free,   2082.7 used,   3328.0 buff/cache
MiB Mem :  16009.2 total,  10598.5 free,   2082.7 used,   3328.0 buff/cache
MiB Mem :  16009.2 total,  10598.5 free,   2082.7 used,   3328.0 buff/cache
MiB Mem :  16009.2 total,  10597.0 free,   2084.1 used,   3328.1 buff/cache
MiB Mem :  16009.2 total,  10597.0 free,   2084.1 used,   3328.1 buff/cache
MiB Mem :  16009.2 total,  10597.0 free,   2084.1 used,   3328.1 buff/cache
MiB Mem :  16009.2 total,  10597.0 free,   2084.1 used,   3328.1 buff/cache
MiB Mem :  16009.2 total,  10597.0 free,   2084.1 used,   3328.1 buff/cache
MiB Mem :  16009.2 total,  10597.0 free,   2084.1 used,   3328.1 buff/cache
MiB Mem :  16009.2 total,  10596.1 free,   2084.9 used,   3328.3 buff/cache
MiB Mem :  16009.2 total,  10596.1 free,   2084.9 used,   3328.3 buff/cache
MiB Mem :  16009.2 total,  10596.1 free,   2084.9 used,   3328.3 buff/cache
MiB Mem :  16009.2 total,  10596.1 free,   2084.9 used,   3328.3 buff/cache
MiB Mem :  16009.2 total,  10596.1 free,   2084.9 used,   3328.3 buff/cache
MiB Mem :  16009.2 total,  10596.1 free,   2084.9 used,   3328.3 buff/cache
MiB Mem :  16009.2 total,  10598.4 free,   2082.4 used,   3328.4 buff/cache
MiB Mem :  16009.2 total,  10598.4 free,   2082.4 used,   3328.4 buff/cache
MiB Mem :  16009.2 total,  10598.4 free,   2082.4 used,   3328.4 buff/cache
MiB Mem :  16009.2 total,  10598.4 free,   2082.4 used,   3328.4 buff/cache
MiB Mem :  16009.2 total,  10598.4 free,   2082.4 used,   3328.4 buff/cache
MiB Mem :  16009.2 total,  10598.4 free,   2082.4 used,   3328.4 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.6 used,   3328.6 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.6 used,   3328.6 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.6 used,   3328.6 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.6 used,   3328.6 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.6 used,   3328.6 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.6 used,   3328.6 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.4 used,   3328.7 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.4 used,   3328.7 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.4 used,   3328.7 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.4 used,   3328.7 buff/cache
MiB Mem :  16009.2 total,  10599.1 free,   2081.4 used,   3328.7 buff/cache
MiB Mem :  16009.2 total,  10597.7 free,   2082.7 used,   3328.8 buff/cache
