MiB Mem :  16009.2 total,  12219.8 free,    820.0 used,   2969.5 buff/cache
MiB Mem :  16009.2 total,  12219.8 free,    820.0 used,   2969.5 buff/cache
MiB Mem :  16009.2 total,  12219.8 free,    820.0 used,   2969.5 buff/cache
MiB Mem :  16009.2 total,  12219.8 free,    820.0 used,   2969.5 buff/cache
MiB Mem :  16009.2 total,  12219.8 free,    820.0 used,   2969.5 buff/cache
MiB Mem :  16009.2 total,  12219.8 free,    820.0 used,   2969.5 buff/cache
MiB Mem :  16009.2 total,  12219.0 free,    820.7 used,   2969.6 buff/cache
MiB Mem :  16009.2 total,  12219.0 free,    820.7 used,   2969.6 buff/cache
MiB Mem :  16009.2 total,  12219.0 free,    820.7 used,   2969.6 buff/cache
MiB Mem :  16009.2 total,  12219.0 free,    820.7 used,   2969.6 buff/cache
MiB Mem :  16009.2 total,  12219.0 free,    820.7 used,   2969.6 buff/cache
MiB Mem :  16009.2 total,  12219.0 free,    820.7 used,   2969.6 buff/cache
MiB Mem :  16009.2 total,  12218.8 free,    820.7 used,   2969.7 buff/cache
MiB Mem :  16009.2 total,  12218.8 free,    820.7 used,   2969.7 buff/cache
MiB Mem :  16009.2 total,  12218.8 free,    820.7 used,   2969.7 buff/cache
MiB Mem :  16009.2 total,  12218.8 free,    820.7 used,   2969.7 buff/cache
MiB Mem :  16009.2 total,  12218.8 free,    820.7 used,   2969.7 buff/cache
MiB Mem :  16009.2 total,  12218.8 free,    820.7 used,   2969.7 buff/cache
MiB Mem :  16009.2 total,  12218.9 free,    820.6 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12218.9 free,    820.6 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12218.9 free,    820.6 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12218.9 free,    820.6 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12218.9 free,    820.6 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12218.9 free,    820.6 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12217.7 free,    821.7 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12217.7 free,    821.7 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12217.7 free,    821.7 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12217.7 free,    821.7 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12217.7 free,    821.7 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12217.7 free,    821.7 used,   2969.8 buff/cache
MiB Mem :  16009.2 total,  12216.8 free,    822.5 used,   2969.9 buff/cache
MiB Mem :  16009.2 total,  12216.8 free,    822.5 used,   2969.9 buff/cache
MiB Mem :  16009.2 total,  12216.8 free,    822.5 used,   2969.9 buff/cache
MiB Mem :  16009.2 total,  12216.8 free,    822.5 used,   2969.9 buff/cache
MiB Mem :  16009.2 total,  12216.8 free,    822.5 used,   2969.9 buff/cache
MiB Mem :  16009.2 total,  12219.2 free,    820.1 used,   2970.0 buff/cache
MiB Mem :  16009.2 total,  12219.2 free,    820.1 used,   2970.0 buff/cache
MiB Mem :  16009.2 total,  12219.2 free,    820.1 used,   2970.0 buff/cache
MiB Mem :  16009.2 total,  12219.2 free,    820.1 used,   2970.0 buff/cache
MiB Mem :  16009.2 total,  12219.2 free,    820.1 used,   2970.0 buff/cache
MiB Mem :  16009.2 total,  12219.2 free,    820.1 used,   2970.0 buff/cache
MiB Mem :  16009.2 total,  12218.5 free,    820.6 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12218.5 free,    820.6 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12218.5 free,    820.6 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12218.5 free,    820.6 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12218.5 free,    820.6 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12218.5 free,    820.6 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12219.3 free,    819.8 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12219.3 free,    819.8 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12219.3 free,    819.8 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12219.3 free,    819.8 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12219.3 free,    819.8 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12219.3 free,    819.8 used,   2970.1 buff/cache
MiB Mem :  16009.2 total,  12218.7 free,    820.4 used,   2970.2 buff/cache
MiB Mem :  16009.2 total,  12218.7 free,    820.4 used,   2970.2 buff/cache
MiB Mem :  16009.2 total,  12218.7 free,    820.4 used,   2970.2 buff/cache
MiB Mem :  16009.2 total,  12218.7 free,    820.4 used,   2970.2 buff/cache
MiB Mem :  16009.2 total,  12218.7 free,    820.4 used,   2970.2 buff/cache
MiB Mem :  16009.2 total,  12218.7 free,    820.4 used,   2970.2 buff/cache
MiB Mem :  16009.2 total,  12217.9 free,    821.0 used,   2970.3 buff/cache
MiB Mem :  16009.2 total,  12217.9 free,    821.0 used,   2970.3 buff/cache
MiB Mem :  16009.2 total,  12217.9 free,    821.0 used,   2970.3 buff/cache
MiB Mem :  16009.2 total,  12217.9 free,    821.0 used,   2970.3 buff/cache
