top - 08:14:41 up 1 day, 11:00,  0 users,  load average: 12.74, 3.48, 2.52
Tasks: 307 total,   2 running, 305 sleeping,   0 stopped,   0 zombie
%Cpu(s): 73.3 us, 14.7 sy,  0.0 ni,  1.3 id,  0.0 wa,  0.0 hi, 10.7 si,  0.0 st
MiB Mem :  16009.2 total,  10110.1 free,   2537.0 used,   3362.0 buff/cache
MiB Swap:      0.0 total,      0.0 free,      0.0 used.  13330.1 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 204702 root      20   0 2893228 160588  72764 S  23.5   1.0  83:25.29 the-kub+
 667484 1337      20   0  173528  53716  33680 S  11.8   0.3   1:45.17 envoy
 668636 1337      20   0  172508  53124  33900 S  11.8   0.3   0:56.62 envoy
 668731 1337      20   0  172508  53496  34008 S  11.8   0.3   0:56.45 envoy
 670300 1337      20   0  172508  52800  33832 S  11.8   0.3   0:39.00 envoy
 671416 root      20   0  716432  16472   9924 S  11.8   0.1   0:06.28 fortio
 671523 1337      20   0  172508  52976  34012 S  11.8   0.3   0:30.07 envoy
 671850 1337      20   0  172504  52804  33828 S  11.8   0.3   0:30.40 envoy
 671937 1337      20   0  172504  52860  33892 S  11.8   0.3   0:30.51 envoy
 673196 1337      20   0  171484  52424  33712 S  11.8   0.3   0:24.16 envoy
 673378 1337      20   0  171480  52844  33884 S  11.8   0.3   0:24.59 envoy
 673468 1337      20   0  171484  52588  33888 S  11.8   0.3   0:24.02 envoy
 674973 1337      20   0  172504  53192  33960 S  11.8   0.3   0:19.38 envoy
 675077 1337      20   0  172504  52696  34000 S  11.8   0.3   0:18.98 envoy
 675164 1337      20   0  171480  52416  33984 S  11.8   0.3   0:19.36 envoy
 675254 1337      20   0  172508  52400  33680 S  11.8   0.3   0:19.28 envoy
 676519 1337      20   0  171480  52292  33844 S  11.8   0.3   0:15.93 envoy
 676608 1337      20   0  171480  52212  33772 S  11.8   0.3   0:15.72 envoy
 413256 root      20   0  759332  53292  39648 S   5.9   0.3   0:26.54 cilium-+
 668520 1337      20   0  172508  53096  33860 S   5.9   0.3   0:56.77 envoy
 668821 1337      20   0  172504  53132  33912 S   5.9   0.3   0:56.35 envoy
 669719 root      20   0  716432  16832   9924 S   5.9   0.1   0:08.41 fortio
 669885 1337      20   0  172508  52852  33880 S   5.9   0.3   0:39.50 envoy
 669927 root      20   0  716432  17200   9924 S   5.9   0.1   0:08.54 fortio
 670048 1337      20   0  172504  53164  33944 S   5.9   0.3   0:39.11 envoy
 670207 1337      20   0  172504  52804  33836 S   5.9   0.3   0:39.45 envoy
