MiB Mem :  16009.2 total,  12607.6 free,    798.0 used,   2603.7 buff/cache
MiB Mem :  16009.2 total,  12607.6 free,    798.0 used,   2603.7 buff/cache
MiB Mem :  16009.2 total,  12607.6 free,    798.0 used,   2603.7 buff/cache
MiB Mem :  16009.2 total,  12607.6 free,    798.0 used,   2603.7 buff/cache
MiB Mem :  16009.2 total,  12607.6 free,    798.0 used,   2603.7 buff/cache
MiB Mem :  16009.2 total,  12607.6 free,    798.0 used,   2603.7 buff/cache
MiB Mem :  16009.2 total,  12608.3 free,    797.1 used,   2603.8 buff/cache
MiB Mem :  16009.2 total,  12608.3 free,    797.1 used,   2603.8 buff/cache
MiB Mem :  16009.2 total,  12608.3 free,    797.1 used,   2603.8 buff/cache
MiB Mem :  16009.2 total,  12608.3 free,    797.1 used,   2603.8 buff/cache
MiB Mem :  16009.2 total,  12608.3 free,    797.1 used,   2603.8 buff/cache
MiB Mem :  16009.2 total,  12608.3 free,    797.1 used,   2603.8 buff/cache
MiB Mem :  16009.2 total,  12606.9 free,    798.4 used,   2603.9 buff/cache
MiB Mem :  16009.2 total,  12606.9 free,    798.4 used,   2603.9 buff/cache
MiB Mem :  16009.2 total,  12606.9 free,    798.4 used,   2603.9 buff/cache
MiB Mem :  16009.2 total,  12606.9 free,    798.4 used,   2603.9 buff/cache
MiB Mem :  16009.2 total,  12606.9 free,    798.4 used,   2603.9 buff/cache
MiB Mem :  16009.2 total,  12606.9 free,    798.4 used,   2603.9 buff/cache
MiB Mem :  16009.2 total,  12606.7 free,    798.5 used,   2604.0 buff/cache
MiB Mem :  16009.2 total,  12606.7 free,    798.5 used,   2604.0 buff/cache
MiB Mem :  16009.2 total,  12606.7 free,    798.5 used,   2604.0 buff/cache
MiB Mem :  16009.2 total,  12606.7 free,    798.5 used,   2604.0 buff/cache
MiB Mem :  16009.2 total,  12606.7 free,    798.5 used,   2604.0 buff/cache
MiB Mem :  16009.2 total,  12606.7 free,    798.5 used,   2604.0 buff/cache
MiB Mem :  16009.2 total,  12606.3 free,    798.9 used,   2604.1 buff/cache
MiB Mem :  16009.2 total,  12606.3 free,    798.9 used,   2604.1 buff/cache
MiB Mem :  16009.2 total,  12606.3 free,    798.9 used,   2604.1 buff/cache
MiB Mem :  16009.2 total,  12606.3 free,    798.9 used,   2604.1 buff/cache
MiB Mem :  16009.2 total,  12606.3 free,    798.9 used,   2604.1 buff/cache
MiB Mem :  16009.2 total,  12606.3 free,    798.9 used,   2604.1 buff/cache
MiB Mem :  16009.2 total,  12605.0 free,    800.1 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12605.0 free,    800.1 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12605.0 free,    800.1 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12605.0 free,    800.1 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12605.0 free,    800.1 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12605.0 free,    800.1 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12604.0 free,    801.0 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12604.0 free,    801.0 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12604.0 free,    801.0 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12604.0 free,    801.0 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12604.0 free,    801.0 used,   2604.2 buff/cache
MiB Mem :  16009.2 total,  12603.6 free,    801.3 used,   2604.3 buff/cache
MiB Mem :  16009.2 total,  12603.6 free,    801.3 used,   2604.3 buff/cache
MiB Mem :  16009.2 total,  12603.6 free,    801.3 used,   2604.3 buff/cache
MiB Mem :  16009.2 total,  12603.6 free,    801.3 used,   2604.3 buff/cache
MiB Mem :  16009.2 total,  12603.6 free,    801.3 used,   2604.3 buff/cache
MiB Mem :  16009.2 total,  12603.6 free,    801.3 used,   2604.3 buff/cache
MiB Mem :  16009.2 total,  12603.2 free,    801.6 used,   2604.4 buff/cache
MiB Mem :  16009.2 total,  12603.2 free,    801.6 used,   2604.4 buff/cache
MiB Mem :  16009.2 total,  12603.2 free,    801.6 used,   2604.4 buff/cache
MiB Mem :  16009.2 total,  12603.2 free,    801.6 used,   2604.4 buff/cache
MiB Mem :  16009.2 total,  12603.2 free,    801.6 used,   2604.4 buff/cache
MiB Mem :  16009.2 total,  12603.2 free,    801.6 used,   2604.4 buff/cache
MiB Mem :  16009.2 total,  12602.6 free,    802.2 used,   2604.5 buff/cache
MiB Mem :  16009.2 total,  12602.6 free,    802.2 used,   2604.5 buff/cache
MiB Mem :  16009.2 total,  12602.6 free,    802.2 used,   2604.5 buff/cache
MiB Mem :  16009.2 total,  12602.6 free,    802.2 used,   2604.5 buff/cache
MiB Mem :  16009.2 total,  12602.6 free,    802.2 used,   2604.5 buff/cache
MiB Mem :  16009.2 total,  12602.6 free,    802.2 used,   2604.5 buff/cache
MiB Mem :  16009.2 total,  12602.3 free,    802.3 used,   2604.6 buff/cache
MiB Mem :  16009.2 total,  12602.3 free,    802.3 used,   2604.6 buff/cache
MiB Mem :  16009.2 total,  12602.3 free,    802.3 used,   2604.6 buff/cache
MiB Mem :  16009.2 total,  12602.3 free,    802.3 used,   2604.6 buff/cache
